date,Whistle,Lights,Call Me Maybe,Wide Awake,Payphone,Somebody That I Used To Know,Titanium,Some Nights,Home,Where Have You Been,Blow Me One Last Kiss,As Long As You Love Me,Good Time,Want U Back,One More Night,Give Your Heart A Break,Everybody Talks,Scream,Let's Go,Mercy,Too Close,Pontoon,I Will Wait,We Are Young,What Makes You Beautiful,No Lie,I Won't Give Up,Starships,Pound The Alarm,Wild Ones,We Run The Night,Come Over,Angel Eyes,Wanted,"Work Hard, Play Hard",Drive By,Glad You Came,Blown Away,Kissed You Good Night,Take A Little Ride,Stronger What Doesn't Kill You,Dark Side,Heart Attack,Tongue Tied,Over,Lemme See,Cashin' Out,Drunk On You,Ho Hey,Chasing The Sun,Little Talks,Time Is Love,Don't Wake Me Up,50 Ways To Say Goodbye,Settle Down,Why Ya Wanna,Amen,She's So Mean,5 1 5 0,Boyfriend,2 Reasons,Truck Yeah,Burn It Down,One Thing,Postcard From Paris,Hard To Love,Cowboys And Angels,Bag Of Money,For You,Pop That,Both Of Us,We Are Never Ever Getting Back Together,The Fighter,The Wind,Back In Time,Take It To The Head,Adorn,Nobody's Perfect,It's Time,Snap Backs & Tattoos,Fastest Girl In Town,Thinkin Bout You,Beez In The Trap,Come Wake Me Up,The A Team,My Homies Still,Glass,That's Why I Pray,Turn On The Lights,Lovin' You Is Fun,Enough Of No Love,Neon,The One That Got Away,Wanted You More,Swimming Pools Drank,Promises,Let Me Love You Until You Learn To Love Yourself,Radioactive,Gold On The Ceiling,Oh Love,Feel So Close,Brokenhearted,New Day,Diced Pineapples,Dance Again,Crew Love,Something To Do With My Hands,Even If It Breaks Your Heart,Springsteen,Leave You Alone,Beers Ago,Runaways,New God Flow,Birthday Song,Go Get It,hyfr,Bangarang,How We Do Party,Midnight City,Part Of Me,The Motto,Get It Started,Right By My Side,UP,Drank In My Cup,Take Care,Party Rock Anthem,Climax,You Don't Know Her Like I Do,Good Girl,I Wish You Would,Fly Over States,Birthday Cake,Ayy Ladies,We Found Love,Wipe Your Eyes,Lost In The Echo,All Around The World,Windows Down,Turn Up The Music,Somethin' 'Bout A Truck,Set Fire To The Rain,Beauty And A Beat,No Hurry,Right Here,Ai Se Eu Te Pego,So Good,Rumour Has It,Faded,Sexy And I Know It,Eyes Open,Good Feeling,Get Low,Die In Your Arms,Shadow Days,Fine By Me,Same Damn Time,Banjo,Turn Me On,Better Than I Used To Be,Over You,I'm All Yours,Tonight Best You Ever Had,Drink On It,Moves Like Jagger,Around My Way Freedom Ain't Free,Undefeated,We've Got Tonight,Got My Country On,"Young, Wild & Free",Paradise,Ass Back Home,Feel Like A Rock Star,Dancin' Away With My Heart
2012-08-10,80,78,61,41,65,35,83,67,85,37,59,50,75,84,69,75,61,24,69,70,50,76,51,41,62,34,70,40,66,46,66,56,74,80,10,57,46,39,14,49,37,69,53,50,61,52,55,28,73,72,73,58,49,73,26,28,57,47,85,45,30,74,36,64,15,90,67,23,89,56,40,0,59,63,40,29,76,40,86,43,68,58,34,72,79,26,69,40,69,76,63,91,53,53,18,70,14,40,63,38,46,55,65,23,44,52,28,61,28,45,30,28,4,47,56,35,74,49,66,37,40,59,12,80,38,58,38,47,28,60,22,15,80,26,39,19,16,24,74,38,24,39,19,16,58,21,59,19,60,32,51,44,72,8,19,28,30,71,37,13,73,32,10,70,55,0,32,0,8,24,76,23,0,12
2012-08-11,94,87,83,50,68,38,93,78,84,45,70,55,80,77,79,83,82,25,80,77,54,93,58,46,60,41,68,42,66,55,85,56,78,88,23,60,51,45,0,39,32,73,52,57,62,34,59,26,80,86,79,72,66,78,29,79,55,55,42,51,38,81,47,73,20,100,58,33,85,75,47,0,72,75,46,28,97,39,82,51,74,81,39,85,82,34,68,24,86,83,58,95,58,32,22,70,100,53,52,43,55,62,73,32,46,69,22,48,33,48,22,37,5,56,60,35,76,63,65,48,45,66,11,84,56,62,50,49,34,71,29,28,81,21,48,54,12,25,75,46,34,50,34,23,69,25,67,23,62,37,61,63,68,9,15,40,33,86,48,19,83,43,37,67,62,0,22,0,39,56,84,22,25,14
2012-08-12,92,93,79,49,68,39,90,77,87,42,65,54,79,81,74,90,66,35,74,77,70,88,46,43,77,36,67,41,66,52,68,60,83,92,0,51,52,55,34,33,66,100,59,42,67,51,68,32,86,72,70,68,53,66,22,47,61,35,78,52,25,76,50,72,21,92,65,35,93,58,53,0,83,74,50,32,86,32,100,0,60,70,46,91,99,32,69,48,83,52,42,95,70,38,28,72,17,53,48,44,51,62,68,25,48,79,17,61,29,46,26,35,5,48,55,46,77,48,73,48,47,58,13,91,34,67,44,51,23,68,33,31,92,46,40,45,20,22,64,41,26,44,21,5,100,27,78,28,58,38,64,65,61,10,28,34,30,85,51,23,92,92,38,53,58,0,26,0,10,14,89,35,0,0
2012-08-13,78,82,66,42,52,39,80,65,90,33,61,41,72,83,76,62,70,24,84,75,49,74,44,36,72,28,46,34,60,37,60,52,71,81,19,53,47,45,27,24,18,74,56,39,65,43,49,28,70,58,75,75,41,62,25,64,55,33,84,44,29,58,41,76,9,76,59,28,93,66,44,8,50,69,38,23,71,54,79,0,48,53,38,86,80,22,74,10,69,41,59,87,63,36,13,56,27,51,45,30,47,44,70,26,39,72,36,47,31,49,21,28,4,42,55,31,55,21,58,37,29,60,11,81,33,57,32,45,27,72,35,16,84,17,38,46,14,26,77,35,20,36,20,11,77,24,63,24,52,28,63,49,63,5,20,34,28,80,42,12,80,43,30,17,52,0,15,3,32,11,76,22,20,0
2012-08-14,76,82,63,44,53,33,85,75,90,33,57,41,68,83,67,80,64,24,75,76,46,70,38,40,68,36,62,30,59,41,42,46,82,81,38,55,40,40,13,33,18,76,59,52,64,28,50,20,75,58,84,70,57,42,23,54,55,67,53,47,37,57,38,69,31,74,75,23,92,56,40,100,56,68,39,34,77,29,79,41,42,51,34,85,75,20,82,19,81,52,58,89,59,31,18,64,27,67,48,37,45,56,77,24,40,53,13,51,36,40,23,36,3,50,64,32,57,34,50,35,36,51,10,79,29,55,34,45,45,66,92,31,89,37,35,26,16,25,69,34,21,38,18,19,63,19,58,27,50,29,54,51,77,7,27,22,22,75,39,21,78,39,20,42,49,0,22,0,8,23,74,22,20,11
2012-08-15,77,85,63,43,54,35,85,77,89,32,60,39,75,73,75,61,71,24,77,82,49,68,36,38,60,34,62,34,61,40,45,55,73,83,49,56,39,56,42,28,9,73,63,46,65,38,50,30,74,74,77,68,50,57,24,62,52,58,62,46,41,72,47,75,5,73,69,83,95,55,43,42,54,67,35,33,99,37,75,86,46,66,41,84,77,23,77,30,79,43,60,85,44,28,37,69,28,65,34,48,38,45,79,21,40,65,51,55,47,53,16,32,5,48,52,38,57,53,53,39,42,51,10,83,30,53,38,44,19,74,100,26,93,19,35,54,20,21,70,37,24,39,24,23,55,18,61,29,53,28,59,49,63,6,15,24,24,93,44,22,85,50,21,44,48,0,19,7,0,24,77,20,0,59
2012-08-16,80,79,59,39,55,34,82,76,89,35,55,41,71,70,73,68,68,22,77,78,50,73,36,37,61,67,62,34,57,39,47,56,67,81,10,49,45,66,55,34,9,69,52,50,64,31,60,34,77,67,95,64,52,68,23,44,48,63,51,45,32,85,41,68,19,76,72,100,94,57,46,31,49,67,38,34,65,23,85,0,38,62,37,95,70,24,73,10,79,21,59,91,57,31,23,64,83,64,48,77,40,58,70,18,38,45,41,32,44,28,21,23,4,52,91,28,51,43,44,34,35,54,9,80,39,50,34,44,0,66,60,23,84,43,30,60,18,20,69,34,5,43,24,27,65,18,51,31,54,30,50,42,69,5,23,26,23,79,39,12,76,18,10,33,53,0,25,7,8,23,77,29,0,35
2012-08-17,81,83,63,45,56,33,83,82,87,36,67,43,75,76,75,77,76,25,83,74,58,74,34,40,57,57,58,36,70,46,54,49,76,87,20,48,45,52,14,36,28,83,68,48,63,40,47,30,75,69,85,59,43,75,27,40,51,53,56,45,31,60,41,67,20,67,76,66,90,61,47,25,54,67,35,31,87,51,82,0,35,56,35,77,65,22,71,81,74,44,62,90,59,36,23,62,43,49,60,53,50,64,70,31,44,54,28,29,41,32,35,27,5,54,89,42,62,58,51,38,45,50,13,79,46,59,34,46,67,57,58,37,85,28,36,62,15,24,71,37,14,41,30,31,62,25,62,25,53,30,66,52,66,6,16,17,24,82,37,3,73,59,74,39,58,0,16,0,8,24,76,17,0,48
2012-08-18,92,92,70,50,68,40,89,100,86,40,58,49,80,82,80,84,85,27,97,76,63,88,40,47,73,53,66,44,71,48,73,54,69,97,59,53,58,44,34,33,77,77,58,70,65,47,49,43,85,89,91,65,70,78,25,60,61,77,70,50,32,80,48,80,27,69,76,79,87,65,55,27,57,77,44,37,90,52,85,51,60,54,44,62,73,33,66,48,100,78,51,91,67,50,17,76,68,49,46,70,55,61,76,33,52,58,39,29,48,37,29,34,6,57,86,37,71,32,51,43,40,56,14,86,39,61,54,50,23,72,53,26,72,16,41,55,24,20,89,49,17,49,22,19,57,26,65,23,63,38,68,67,75,8,22,34,28,85,46,30,88,16,13,37,66,0,25,4,20,14,86,24,0,14
2012-08-19,93,94,68,47,66,40,95,88,91,37,69,47,81,84,93,97,79,26,89,79,61,84,38,44,65,48,80,46,72,55,78,57,88,95,24,56,51,46,17,31,11,83,70,52,65,50,60,32,95,85,92,77,67,89,25,55,53,100,100,51,46,77,47,77,33,87,92,54,94,64,46,22,68,80,41,28,89,41,86,53,35,78,44,60,77,19,68,12,76,47,57,100,73,42,17,82,52,59,37,56,50,56,69,30,51,69,34,38,43,44,36,29,5,52,100,35,59,27,61,44,43,60,10,86,46,61,41,55,0,79,43,32,77,40,40,52,26,25,85,43,35,40,25,29,74,27,66,36,51,38,64,58,72,4,28,32,21,82,43,27,92,28,51,54,63,0,23,0,30,15,90,23,0,29
2012-08-20,82,86,53,39,55,39,91,78,96,32,50,38,73,69,72,68,75,21,64,77,54,68,36,38,51,34,54,32,62,38,59,44,81,82,29,45,45,47,14,27,18,75,72,54,65,36,38,28,65,54,96,64,56,68,23,28,54,46,45,43,38,50,39,71,44,79,94,33,95,55,39,18,49,72,34,25,99,20,84,0,60,66,36,100,60,17,78,20,72,70,53,90,61,40,27,74,28,52,55,51,39,47,70,24,39,42,46,14,32,35,29,29,3,46,70,27,50,26,47,30,35,43,11,80,27,59,31,54,19,68,33,17,85,26,38,53,22,18,76,35,24,36,18,12,56,21,69,19,52,27,55,54,69,5,19,20,21,77,40,25,86,40,31,51,41,0,20,0,8,36,78,14,0,23
2012-08-21,79,84,53,36,51,34,84,73,90,36,55,36,73,70,71,73,77,21,74,76,51,66,30,37,48,37,59,33,64,32,48,46,78,81,19,45,40,85,40,25,27,72,92,38,63,31,49,30,66,57,80,67,62,75,22,59,50,39,35,43,27,68,44,68,19,98,80,45,93,55,37,15,51,67,34,36,88,42,82,0,59,59,31,65,67,19,78,10,64,47,36,84,49,34,9,69,14,67,49,53,42,48,70,25,41,53,22,57,28,35,16,25,3,52,57,31,58,38,61,29,34,55,11,80,34,55,32,47,27,69,37,23,80,34,32,39,21,17,67,35,7,40,26,19,56,18,59,21,47,28,56,52,67,6,17,31,22,74,35,31,76,56,50,45,54,0,22,3,24,12,77,22,0,34
2012-08-22,79,79,54,37,50,33,85,81,86,33,60,39,78,73,81,75,75,20,67,75,54,68,35,36,55,42,62,35,55,39,67,44,65,79,19,52,41,78,0,26,18,65,80,55,66,36,52,27,75,61,77,65,50,68,26,37,49,84,44,43,43,48,36,63,24,78,83,39,94,56,36,16,44,71,36,31,99,45,74,0,46,71,31,61,66,16,75,29,72,52,60,87,52,28,18,66,27,61,46,47,46,40,67,22,36,52,22,22,28,35,18,27,2,54,72,40,57,51,46,33,48,51,10,79,26,57,32,42,9,59,52,19,79,32,36,54,18,18,76,26,18,38,22,22,57,17,48,49,46,30,56,43,57,5,18,20,25,77,37,12,74,39,40,52,45,0,23,3,16,11,75,20,0,11
2012-08-23,85,81,55,37,51,31,86,80,86,34,68,39,78,73,82,75,81,22,78,82,58,71,33,39,49,38,65,35,59,41,67,54,72,79,38,52,42,39,14,21,27,76,71,53,65,41,38,28,80,70,80,61,45,70,21,54,45,45,64,42,41,53,43,62,14,88,73,40,93,53,44,22,52,72,36,38,92,42,89,0,27,82,31,64,59,17,68,19,74,48,40,96,57,34,18,74,55,65,39,48,39,42,71,22,38,45,27,18,29,32,21,43,3,48,67,35,59,30,58,34,40,50,9,78,29,56,32,48,9,57,32,27,73,31,37,55,18,22,70,30,21,40,21,26,56,19,50,23,49,29,54,51,65,6,20,35,22,73,39,9,80,31,10,28,45,0,22,3,16,12,76,30,0,12
2012-08-24,81,84,59,38,54,33,83,88,85,37,68,38,80,67,81,73,78,22,74,75,55,74,30,41,60,35,54,38,61,39,51,46,82,83,20,52,44,34,0,30,9,75,75,57,63,38,56,29,74,72,86,81,64,85,21,56,57,47,75,42,44,72,41,70,15,74,91,43,89,60,41,18,49,75,35,29,85,50,75,0,39,50,32,70,59,17,67,100,90,54,44,89,65,22,28,66,71,63,63,46,46,49,86,18,45,46,37,37,37,37,21,37,2,47,66,29,63,40,42,39,39,50,9,76,31,53,34,45,9,65,24,22,84,31,35,45,22,20,76,41,24,40,22,12,62,21,63,31,48,28,51,52,60,6,15,21,22,78,42,19,78,36,63,36,49,0,24,7,17,36,76,27,0,0
2012-08-25,93,88,66,48,64,39,96,95,86,40,76,46,100,80,99,82,94,25,92,79,72,88,30,49,66,40,74,48,81,51,44,51,91,92,57,57,56,41,0,29,32,84,68,48,62,36,51,32,83,84,98,93,70,92,21,26,59,74,68,48,39,81,46,85,23,88,87,36,87,70,47,17,63,85,37,37,79,35,88,0,38,77,37,41,74,23,66,23,89,63,45,99,64,43,37,71,33,47,37,62,51,56,77,25,51,63,32,45,44,45,16,31,3,61,75,38,63,51,54,48,37,60,11,85,48,62,42,52,44,73,30,22,85,26,44,53,18,18,74,45,36,40,25,31,67,25,56,30,49,39,69,62,75,8,13,24,24,86,46,29,81,37,24,60,76,0,24,0,19,14,84,28,24,14
2012-08-26,91,92,61,45,62,33,94,96,87,40,63,47,84,88,100,91,81,23,88,76,72,77,39,48,66,41,78,41,79,46,62,54,97,93,67,62,52,40,0,24,42,96,63,47,66,39,51,18,70,75,100,68,62,100,24,45,60,60,63,48,34,76,47,82,31,74,84,35,92,65,41,19,56,79,45,36,87,30,80,0,52,54,40,45,77,25,66,23,93,19,37,95,64,33,26,75,48,66,50,52,52,49,82,21,46,54,21,49,45,55,28,32,2,51,72,38,73,55,58,42,37,57,12,83,38,62,38,47,32,72,35,15,83,32,44,70,20,19,76,33,19,51,30,35,73,24,60,33,56,35,73,61,80,8,19,38,43,77,45,22,90,41,60,50,68,0,25,0,19,0,83,21,24,41
2012-08-27,79,83,49,36,51,27,84,77,88,30,61,35,81,63,85,73,74,23,73,77,55,65,28,36,50,35,49,33,56,36,41,54,73,78,18,47,41,28,13,21,43,72,60,50,64,35,41,18,57,62,88,72,46,77,20,36,49,54,64,41,31,60,36,67,28,76,79,37,89,55,38,17,45,72,36,23,84,28,82,0,52,64,29,78,72,17,71,28,65,40,48,91,59,29,13,56,39,62,53,44,46,51,86,17,35,49,22,36,33,42,22,27,3,50,55,29,47,41,52,30,32,42,8,80,31,56,32,52,26,64,34,14,78,12,37,52,25,15,73,28,20,38,21,7,60,18,50,24,43,30,45,48,61,5,14,23,21,75,37,12,75,38,19,31,45,0,28,0,15,0,72,25,0,11
2012-08-28,78,78,46,33,47,28,87,79,85,28,48,34,76,75,79,67,67,20,70,72,56,56,29,33,52,31,54,30,54,36,33,43,83,76,9,47,40,33,0,15,0,71,61,36,63,41,35,25,79,55,87,65,46,60,21,56,49,32,24,39,33,36,35,61,18,76,70,23,92,54,34,15,44,69,34,26,78,33,93,0,28,43,21,58,66,13,72,9,68,40,44,89,52,38,25,64,51,58,66,38,44,45,81,19,31,44,17,24,28,36,15,25,3,47,48,24,46,52,50,38,33,42,9,74,31,54,30,43,9,62,26,14,78,23,34,39,31,19,69,27,15,41,19,21,54,17,53,29,49,29,49,42,68,4,34,22,25,72,38,6,75,33,19,42,46,0,22,3,8,22,70,14,19,32
2012-08-29,79,80,46,37,48,28,85,78,83,28,51,37,81,60,79,85,65,21,61,76,60,58,28,36,51,29,52,29,47,36,39,47,65,78,27,48,41,44,0,30,34,77,55,47,64,38,37,20,72,54,79,74,52,69,18,42,47,49,76,40,30,47,38,61,30,67,73,26,94,47,24,18,49,59,35,20,86,22,82,0,32,71,31,69,86,12,70,19,63,20,38,84,52,27,13,61,13,71,42,41,36,46,75,19,32,54,26,27,28,31,5,26,4,46,60,24,60,45,47,38,34,47,9,76,27,51,29,47,26,66,26,24,85,15,31,40,80,17,57,28,18,45,12,7,45,15,52,23,53,30,52,53,67,6,17,30,18,76,35,12,76,17,39,24,43,0,19,7,15,11,70,17,0,11
2012-08-30,79,80,51,37,49,28,89,83,86,31,57,39,83,63,85,69,86,22,70,73,64,67,42,39,58,33,53,31,52,34,47,51,75,78,9,49,50,36,0,19,0,80,59,36,66,42,43,21,80,55,86,68,55,81,27,27,52,67,56,41,30,45,35,63,12,61,79,28,91,53,35,20,48,75,31,22,95,38,92,0,39,73,23,59,76,21,71,29,61,31,45,99,58,21,18,75,81,71,49,48,40,31,71,16,35,46,22,35,30,32,15,26,3,79,61,29,61,38,57,39,33,46,10,76,33,50,27,49,36,63,33,14,82,20,32,48,100,17,69,30,11,40,25,26,57,20,52,22,63,26,48,49,70,6,13,20,23,65,33,21,79,21,80,49,48,0,27,0,24,46,71,21,20,23
2012-08-31,83,82,54,38,52,30,88,92,87,34,59,38,95,83,86,68,77,22,71,75,63,64,31,38,69,33,51,35,60,39,50,46,60,78,19,48,42,41,0,28,0,83,54,43,65,32,42,34,74,58,89,60,55,74,20,39,57,58,55,41,34,73,45,72,15,64,63,32,86,51,39,78,60,72,29,24,86,33,96,0,51,78,27,61,73,16,67,20,78,64,36,87,49,25,41,82,28,58,30,45,40,43,86,22,39,53,18,42,32,27,13,28,3,91,60,35,56,48,35,39,31,56,8,76,36,57,32,44,28,69,29,11,73,38,40,48,66,15,79,28,31,51,23,19,57,17,55,18,51,31,50,46,91,6,14,31,24,78,34,22,75,13,52,26,45,0,31,7,16,35,75,19,21,0
