date,Whistle,Lights,Call Me Maybe,Wide Awake,Payphone,Somebody That I Used To Know,Titanium,Some Nights,Home,Where Have You Been,Blow Me One Last Kiss,As Long As You Love Me,Good Time,Want U Back,One More Night,Give Your Heart A Break,Everybody Talks,Scream,Let's Go,Mercy,Too Close,Pontoon,I Will Wait,We Are Young,What Makes You Beautiful,No Lie,I Won't Give Up,Starships,Pound The Alarm,Wild Ones,We Run The Night,Come Over,Angel Eyes,Wanted,"Work Hard, Play Hard",Drive By,Glad You Came,Blown Away,Kissed You Good Night,Take A Little Ride,Stronger What Doesn't Kill You,Dark Side,Heart Attack,Tongue Tied,Over,Lemme See,Cashin' Out,Drunk On You,Ho Hey,Chasing The Sun,Little Talks,Time Is Love,Don't Wake Me Up,50 Ways To Say Goodbye,Settle Down,Why Ya Wanna,Amen,She's So Mean,5 1 5 0,Boyfriend,2 Reasons,Truck Yeah,Burn It Down,One Thing,Postcard From Paris,Hard To Love,Cowboys And Angels,Bag Of Money,For You,Pop That,Both Of Us,We Are Never Ever Getting Back Together,The Fighter,The Wind,Back In Time,Take It To The Head,Adorn,Nobody's Perfect,It's Time,Snap Backs & Tattoos,Fastest Girl In Town,Thinkin Bout You,Beez In The Trap,Come Wake Me Up,The A Team,My Homies Still,Glass,That's Why I Pray,Turn On The Lights,Lovin' You Is Fun,Enough Of No Love,Neon,The One That Got Away,Wanted You More,Swimming Pools Drank,Promises,Let Me Love You Until You Learn To Love Yourself,Radioactive,Gold On The Ceiling,Oh Love,Feel So Close,Brokenhearted,New Day,Diced Pineapples,Dance Again,Crew Love,Something To Do With My Hands,Even If It Breaks Your Heart,Springsteen,Leave You Alone,Beers Ago,Runaways,New God Flow,Birthday Song,Go Get It,hyfr,Bangarang,How We Do Party,Midnight City,Part Of Me,The Motto,Get It Started,Right By My Side,UP,Drank In My Cup,Take Care,Party Rock Anthem,Climax,You Don't Know Her Like I Do,Good Girl,I Wish You Would,Fly Over States,Birthday Cake,Ayy Ladies,We Found Love,Wipe Your Eyes,Lost In The Echo,All Around The World,Windows Down,Turn Up The Music,Somethin' 'Bout A Truck,Set Fire To The Rain,Beauty And A Beat,No Hurry,Right Here,Ai Se Eu Te Pego,So Good,Rumour Has It,Faded,Sexy And I Know It,Eyes Open,Good Feeling,Get Low,Die In Your Arms,Shadow Days,Fine By Me,Same Damn Time,Banjo,Turn Me On,Better Than I Used To Be,Over You,I'm All Yours,Tonight Best You Ever Had,Drink On It,Moves Like Jagger,Around My Way Freedom Ain't Free,Undefeated,We've Got Tonight,Got My Country On,"Young, Wild & Free",Paradise,Ass Back Home,Feel Like A Rock Star,Dancin' Away With My Heart
2012-06-01,53,71,56,18,71,70,82,21,82,56,0,2,38,25,5,66,44,20,74,66,60,51,6,78,71,19,84,67,7,73,62,47,62,80,57,83,70,18,41,0,77,71,63,50,62,13,76,63,37,46,48,62,15,6,8,72,47,6,58,47,14,0,61,78,46,44,48,18,84,20,28,0,65,73,79,58,19,39,80,0,2,24,68,10,65,36,64,20,20,64,1,84,71,18,0,44,0,69,96,22,59,53,62,0,68,49,37,64,46,76,56,17,0,32,77,65,75,26,60,50,75,8,30,73,96,69,67,69,85,70,10,43,87,63,59,8,2,16,52,65,78,70,1,61,45,52,66,56,89,69,72,66,66,34,57,73,52,71,62,72,80,66,41,56,74,15,26,7,16,24,85,43,0,0
2012-06-02,59,78,68,19,84,80,87,17,85,66,0,2,35,34,7,77,54,24,88,65,60,47,9,89,92,21,97,77,5,87,79,38,65,90,78,87,89,14,0,0,67,76,65,51,63,19,84,63,30,48,61,88,25,10,8,65,50,0,68,55,14,0,73,88,46,33,49,28,85,17,32,0,96,72,94,64,22,100,87,0,5,34,65,21,68,47,65,46,28,82,0,88,86,12,0,50,0,49,62,27,65,73,52,0,86,54,49,80,51,84,50,17,0,34,61,83,84,41,72,61,88,5,35,80,78,70,70,74,56,81,7,85,84,79,70,6,1,17,46,92,72,86,2,63,52,67,79,58,77,80,84,86,63,34,41,62,66,85,72,66,84,57,48,48,99,70,36,13,67,0,92,62,24,27
2012-06-03,65,79,66,19,84,78,87,22,85,64,0,3,42,34,5,86,47,24,99,66,73,52,8,85,82,21,82,72,4,76,84,44,67,88,33,97,86,23,16,0,67,67,61,44,67,14,68,56,32,47,53,60,24,8,11,58,48,7,71,56,18,6,66,81,26,67,66,30,89,20,29,0,87,83,88,54,20,76,74,100,8,31,63,21,80,34,62,46,25,62,0,86,78,20,0,58,0,50,42,24,72,100,55,0,76,77,27,84,61,62,77,22,0,33,52,66,79,46,48,65,72,7,27,81,77,81,71,72,33,83,7,52,87,74,70,6,4,18,65,79,63,78,0,31,58,59,81,57,83,78,87,81,54,31,44,53,51,88,66,51,90,72,36,36,91,0,37,8,38,14,93,57,0,54
2012-06-04,51,72,55,21,71,62,78,21,88,51,0,2,37,23,5,64,50,20,67,67,60,55,4,83,73,21,84,56,5,58,53,52,54,81,64,83,66,11,0,0,37,64,61,46,66,22,59,49,43,43,48,65,25,13,7,32,50,6,68,50,12,10,54,65,35,53,57,30,88,16,27,0,69,76,67,49,27,47,87,0,8,25,52,29,61,41,77,38,30,20,0,87,57,17,0,59,0,65,97,20,68,43,56,0,64,57,57,63,54,72,56,14,0,35,43,64,64,42,42,49,60,5,24,76,67,74,52,64,54,70,10,39,77,76,59,5,1,43,44,45,54,64,1,55,40,46,71,40,69,60,73,59,55,24,47,58,52,78,51,81,83,63,49,49,61,14,32,3,16,23,79,45,0,0
2012-06-05,51,72,65,18,74,57,79,31,84,50,0,2,42,23,5,56,55,20,67,68,45,47,6,73,69,20,92,58,5,67,52,49,49,85,53,77,66,12,13,0,36,60,62,42,64,15,63,56,46,34,47,53,14,9,9,21,52,16,69,46,6,8,60,70,55,58,51,30,86,20,29,0,60,77,74,46,19,55,78,0,6,34,62,23,65,43,80,9,25,30,0,80,72,20,0,53,0,57,100,22,48,58,54,0,62,57,39,68,40,77,62,17,0,34,49,71,66,41,50,44,65,6,28,97,71,67,47,63,44,70,7,59,81,51,56,2,2,100,39,54,39,61,0,54,50,43,68,35,62,55,62,60,89,22,39,67,49,72,51,82,81,58,87,33,60,14,35,0,30,22,78,46,19,44
2012-06-06,57,70,73,23,75,61,75,26,86,54,0,2,40,26,7,63,49,21,81,97,48,43,7,73,73,19,64,58,5,65,59,82,54,85,90,81,74,15,26,0,9,59,60,50,66,15,75,62,63,50,38,69,19,9,6,42,46,22,67,47,6,2,55,68,46,52,47,24,86,15,22,0,57,73,69,52,18,56,67,0,4,17,59,8,72,26,72,19,26,36,0,85,65,24,0,50,0,60,86,19,48,69,58,0,63,81,31,59,41,75,50,14,0,34,74,63,52,33,40,47,64,4,21,76,55,65,57,68,36,71,5,38,88,66,52,7,1,60,48,57,47,61,2,33,40,46,65,43,67,64,71,65,86,22,61,51,48,65,48,48,78,42,29,51,74,0,32,20,23,22,79,50,39,22
2012-06-07,59,72,72,21,73,64,84,25,85,57,0,2,39,27,7,79,45,22,73,100,53,74,6,77,78,21,67,57,6,70,57,100,62,90,28,84,72,14,40,0,75,59,63,61,67,24,80,100,53,36,51,70,26,8,8,92,47,11,88,51,12,3,69,82,100,43,55,29,91,19,27,0,58,71,73,49,19,83,83,0,2,28,51,18,68,20,70,29,24,26,0,83,72,21,0,63,0,54,75,22,54,57,57,0,69,68,13,77,49,84,88,15,0,28,41,70,63,68,61,52,67,4,24,79,75,67,57,64,28,92,4,46,89,53,53,3,3,45,44,62,85,56,2,60,45,45,63,34,74,58,75,67,72,17,43,48,57,74,57,67,85,74,30,37,73,0,30,0,40,69,78,46,20,23
2012-06-08,54,71,76,20,77,64,82,24,82,56,0,2,37,25,6,71,44,22,71,87,51,64,10,78,78,22,73,64,6,69,61,72,67,81,95,77,70,16,41,0,19,62,63,47,62,27,80,83,54,37,45,70,17,10,10,100,46,0,87,50,7,4,65,77,49,42,43,27,82,14,25,0,57,67,69,53,20,52,71,0,4,42,60,6,70,18,66,39,22,21,0,85,73,26,0,59,0,48,55,17,58,71,63,0,70,73,87,80,68,62,96,14,0,32,47,66,66,78,54,51,71,4,27,100,70,70,58,62,66,76,6,47,85,75,51,5,3,38,51,52,49,61,2,69,45,50,67,39,65,66,63,72,66,16,35,57,44,76,58,66,79,58,31,43,81,0,27,7,49,24,85,50,0,23
2012-06-09,66,79,86,25,86,74,87,26,84,70,0,4,42,26,6,90,51,26,98,83,54,75,4,83,88,23,65,80,7,81,86,64,64,91,34,92,87,14,16,1,34,77,59,47,62,25,77,66,56,45,62,68,23,15,10,46,56,7,95,58,7,2,77,93,40,57,55,33,86,22,23,0,66,75,84,59,19,58,75,0,5,34,73,26,80,18,64,35,31,64,0,85,99,21,0,55,0,46,50,24,70,64,97,0,79,65,44,60,54,85,82,19,0,44,39,92,93,26,58,56,68,3,31,84,76,73,68,61,34,85,9,65,82,72,67,6,2,51,45,75,56,80,9,100,47,56,77,51,77,77,79,86,82,17,54,59,59,79,66,93,85,58,61,51,96,0,41,4,68,42,94,62,24,14
2012-06-10,65,81,79,22,89,71,90,27,85,63,0,4,42,28,8,87,60,23,100,78,58,84,7,85,84,21,83,73,8,76,59,79,77,93,44,94,83,15,16,0,78,73,65,54,64,19,89,72,63,56,55,75,30,5,7,58,58,0,52,57,12,6,71,80,37,55,45,24,87,21,29,0,78,77,82,50,13,31,76,0,3,46,55,28,84,18,65,23,26,19,0,85,80,20,0,62,0,59,49,24,78,52,100,0,70,76,38,77,54,78,65,23,0,33,46,67,70,46,49,59,67,6,25,82,64,72,65,69,44,84,7,42,89,40,61,3,3,42,54,67,66,75,8,40,56,56,78,46,71,72,76,83,62,20,38,66,61,93,67,55,88,67,24,45,75,0,35,4,29,28,93,41,24,54
2012-06-11,58,72,65,22,70,57,80,23,88,49,0,19,38,32,5,71,49,20,70,81,46,60,8,67,65,22,69,54,5,60,52,64,69,76,27,79,59,13,39,0,63,63,61,52,66,21,76,57,65,36,52,75,68,11,8,68,45,11,85,51,14,5,61,71,46,43,62,23,90,22,25,0,69,64,60,50,17,46,81,0,6,27,51,28,70,14,72,19,26,40,0,85,61,21,0,59,0,49,68,21,73,71,82,0,61,48,43,51,56,61,75,20,0,26,43,61,60,29,53,49,53,3,22,75,63,71,45,62,18,66,7,52,86,43,53,0,2,31,60,53,55,53,11,51,58,42,71,28,60,57,70,59,65,13,30,45,49,76,53,47,78,42,39,43,73,14,28,0,15,22,79,40,0,44
2012-06-12,50,72,62,23,69,56,78,22,88,47,0,28,40,27,4,62,56,21,75,78,46,66,6,64,67,22,80,57,5,60,30,69,69,78,36,72,64,18,26,0,45,57,65,58,64,34,65,65,74,40,47,50,99,10,9,57,43,54,75,48,81,2,58,77,27,37,57,26,92,100,26,0,60,76,67,42,21,64,62,40,2,27,56,36,71,12,72,37,22,15,0,86,72,18,0,50,0,52,58,26,62,78,76,0,55,63,43,62,53,66,75,17,0,32,46,64,62,53,55,50,56,5,26,77,57,65,48,61,62,77,10,34,79,35,51,2,3,33,86,57,24,54,52,43,92,44,62,35,61,58,64,58,66,15,51,81,41,76,48,85,75,58,0,45,59,0,27,3,53,33,80,41,0,0
2012-06-13,50,74,64,24,69,56,82,24,84,49,0,20,41,27,4,67,60,21,79,79,44,54,9,64,67,19,74,55,6,60,65,62,55,76,27,72,70,11,13,2,27,59,61,34,64,19,71,58,100,37,48,70,88,14,9,90,38,61,58,49,100,0,59,68,46,48,49,23,92,75,22,0,57,77,65,43,18,56,80,0,10,27,51,17,78,12,71,56,26,15,1,83,68,21,0,56,0,56,57,21,65,78,70,0,61,73,35,69,40,65,63,13,0,32,37,64,66,66,69,47,66,5,24,73,71,65,54,64,36,77,5,53,76,41,50,7,1,32,70,50,42,58,42,29,99,42,74,22,68,59,59,62,59,13,42,51,58,75,51,66,82,46,39,54,64,0,27,3,31,11,79,38,0,56
2012-06-14,58,71,65,33,72,58,77,24,85,49,0,14,40,27,7,65,49,21,64,74,51,49,8,67,67,20,70,52,5,62,80,69,69,76,64,72,62,14,13,1,55,59,59,51,65,29,68,61,78,42,48,72,75,10,7,75,50,28,78,48,58,3,61,71,33,62,62,27,92,57,33,0,61,72,63,39,15,38,75,0,10,28,51,33,74,13,69,19,25,26,1,84,68,22,0,53,0,55,54,22,66,68,69,0,58,68,49,66,36,72,46,14,0,34,50,60,58,21,92,51,60,5,22,72,60,66,51,65,37,72,4,35,82,65,50,25,6,34,75,61,41,55,30,7,73,43,66,31,65,52,58,65,60,11,27,46,46,74,51,100,79,51,50,47,65,14,29,7,16,11,81,38,0,45
2012-06-15,69,75,79,33,76,62,85,27,85,50,0,14,40,29,5,73,53,22,72,74,49,56,10,77,74,23,72,62,8,63,75,69,65,77,29,69,73,12,14,1,68,62,60,40,69,64,68,85,93,51,54,72,79,13,7,62,50,53,68,50,48,2,60,74,20,58,59,25,83,48,25,0,54,71,69,48,15,50,78,0,7,43,54,18,73,11,69,30,23,43,1,87,78,22,0,59,0,53,52,26,66,84,75,0,69,61,65,100,36,65,86,20,0,37,36,63,62,53,78,50,73,8,22,77,61,71,57,64,77,82,4,37,81,52,55,29,5,34,60,51,55,69,41,39,72,46,66,28,71,60,58,67,64,10,50,61,57,73,61,67,83,58,52,60,64,0,31,0,8,12,80,35,0,47
2012-06-16,73,81,85,32,92,68,93,26,86,60,0,14,39,41,11,89,66,29,75,77,55,77,7,81,88,25,95,75,11,79,80,78,81,90,57,83,84,14,0,2,23,60,58,57,74,71,86,60,61,63,69,72,100,15,12,33,57,41,73,56,34,6,82,84,20,46,84,20,87,50,29,0,65,74,78,53,15,43,81,0,3,28,61,41,75,16,67,12,33,38,0,84,88,20,0,78,0,38,56,22,94,79,81,0,84,81,22,72,46,76,95,18,0,40,43,72,69,41,60,56,94,7,27,80,62,82,73,67,56,80,7,50,83,31,62,25,37,39,59,79,67,100,53,64,95,57,67,29,78,74,82,71,62,17,36,37,34,82,71,75,90,42,12,64,89,0,25,8,10,14,92,47,0,28
2012-06-17,75,86,77,34,85,64,97,30,84,60,0,12,43,31,12,83,71,27,90,70,53,74,9,77,83,26,77,69,10,74,68,67,72,92,34,82,81,14,0,0,57,68,60,47,66,73,69,64,61,48,61,69,86,13,7,33,60,34,87,55,38,0,77,86,32,59,55,34,89,42,31,0,78,76,83,44,22,66,67,0,5,37,64,36,82,15,64,0,28,13,0,90,89,17,0,64,0,52,41,33,91,83,88,0,80,72,38,67,48,53,82,20,0,35,44,58,68,62,69,60,68,6,23,78,64,79,72,68,78,77,11,43,70,44,61,49,28,36,57,61,64,80,53,41,80,51,71,40,72,72,84,71,61,12,42,50,39,82,54,67,89,79,37,54,84,0,16,0,0,42,90,49,0,28
2012-06-18,60,77,65,50,70,54,83,31,86,47,0,11,34,23,17,87,59,21,76,78,36,72,7,60,66,33,72,54,7,62,63,62,69,82,27,68,60,9,13,3,27,65,62,48,68,55,72,72,60,40,56,76,67,16,8,42,45,16,73,49,34,0,64,68,44,49,61,21,90,38,28,0,71,65,62,45,18,50,75,0,2,25,49,29,75,9,82,37,23,41,1,84,58,24,0,59,0,48,47,22,69,59,65,0,62,58,39,75,63,60,55,17,0,31,48,53,51,50,55,47,51,2,18,73,56,75,51,59,45,71,4,42,78,48,46,27,22,34,56,41,45,56,54,55,80,40,64,35,56,53,68,60,53,9,37,54,33,73,45,48,74,71,29,46,63,14,26,0,31,34,79,34,0,55
2012-06-19,59,72,61,100,70,49,83,27,86,47,0,10,38,30,43,70,42,22,71,77,39,59,8,61,63,50,69,53,5,56,54,69,57,79,44,73,68,16,26,1,27,71,60,50,65,45,61,54,55,44,49,69,69,14,7,36,47,11,60,50,29,2,57,71,30,54,57,25,88,32,24,0,65,59,65,40,19,52,74,0,2,32,53,30,87,15,100,18,27,25,0,90,71,23,0,69,0,58,51,24,67,57,60,0,67,63,26,66,38,59,79,16,0,32,40,53,66,41,56,52,58,4,22,73,58,61,47,60,35,68,7,50,79,51,45,54,24,41,53,45,37,71,84,22,89,35,61,36,62,49,63,59,65,14,40,34,35,73,46,59,83,46,29,41,54,0,25,7,53,11,80,40,0,55
2012-06-20,63,72,65,87,67,52,80,26,84,49,4,11,41,32,51,74,51,21,78,71,35,60,5,59,68,38,65,56,10,58,48,65,68,74,36,69,54,10,13,1,18,67,55,56,63,63,58,72,49,44,62,72,78,11,7,37,40,11,85,47,36,3,67,72,23,42,52,28,86,30,27,0,62,65,63,44,18,43,68,0,10,22,47,25,75,11,78,0,28,66,1,85,66,17,0,74,0,56,72,21,63,55,59,0,64,56,56,74,46,59,60,16,0,32,47,50,60,41,54,55,55,5,19,71,68,60,50,59,53,77,9,38,78,51,46,27,27,35,54,49,44,67,99,22,90,37,68,36,69,52,61,54,63,14,37,55,32,76,49,56,83,58,58,31,70,0,28,3,38,0,82,26,19,33
2012-06-21,67,74,71,81,76,57,85,27,87,56,3,11,46,43,47,78,52,22,88,79,43,61,7,63,67,37,64,54,10,65,67,58,82,78,46,80,64,13,0,0,56,73,57,51,66,61,54,55,66,46,56,66,85,15,9,49,49,34,69,48,36,0,72,75,40,54,49,19,89,34,34,0,71,72,64,38,16,26,79,0,6,33,62,28,70,12,72,29,22,21,0,85,68,29,0,75,0,56,73,22,75,57,63,0,69,68,27,77,49,58,47,16,0,39,48,60,71,64,51,55,63,7,22,76,53,71,53,59,46,69,8,41,77,49,50,43,36,66,68,54,23,63,86,52,87,39,59,33,61,51,64,65,61,13,19,47,43,70,53,67,82,43,81,65,68,0,32,0,24,23,85,44,20,0
2012-06-22,69,80,72,83,81,57,83,28,88,55,1,10,46,41,52,72,55,26,84,74,42,77,4,67,65,34,74,61,11,72,65,81,62,82,29,72,62,16,28,0,59,76,59,57,67,69,73,83,61,45,60,63,79,16,7,69,45,24,73,50,29,0,72,82,53,52,48,24,87,34,35,0,61,70,71,47,20,57,66,0,9,30,63,25,75,9,69,30,28,11,0,85,74,27,0,75,0,48,58,24,79,56,63,0,77,57,33,89,62,69,79,10,0,35,43,71,90,58,65,65,60,5,21,77,72,66,65,62,39,77,7,52,78,67,50,40,31,66,75,64,36,59,82,43,84,41,65,100,60,58,64,61,48,13,31,43,39,77,58,52,79,50,53,53,84,0,28,0,42,0,85,50,21,72
2012-06-23,81,83,85,92,100,68,90,37,88,60,0,12,48,42,58,94,67,26,80,78,49,81,11,81,82,40,79,78,8,84,76,70,76,95,81,84,83,17,34,0,82,74,60,54,64,100,97,71,66,57,60,100,90,23,8,14,51,35,82,57,33,4,90,91,51,85,63,28,88,34,37,0,94,78,88,57,22,28,89,52,16,35,89,42,71,13,69,48,38,46,0,89,87,19,0,92,0,35,62,31,88,77,61,0,84,69,56,98,58,51,94,17,0,37,52,58,80,48,100,80,62,10,21,82,76,75,76,61,69,89,7,60,91,56,61,22,35,44,74,66,63,69,100,61,92,50,78,46,68,77,67,81,67,15,26,51,45,89,69,42,81,65,25,62,100,0,40,0,0,58,94,44,0,29
2012-06-24,79,87,76,88,92,59,84,34,89,58,1,9,51,42,49,81,54,26,81,76,50,88,9,75,75,43,79,68,13,77,70,74,68,94,34,77,83,17,16,0,34,77,64,51,65,75,88,72,68,51,64,72,84,19,7,46,57,21,69,57,22,0,76,84,38,54,73,27,92,35,32,0,84,76,75,47,12,82,70,0,13,19,76,46,76,15,65,23,38,32,1,92,93,34,0,86,0,43,65,27,90,77,62,0,73,84,71,93,50,72,66,18,0,33,80,69,78,78,99,68,69,12,23,82,55,70,60,65,79,90,9,35,79,50,50,25,35,44,62,64,50,66,93,37,100,42,76,48,68,60,71,78,72,12,30,61,51,100,58,60,88,58,37,79,80,18,26,4,19,42,89,30,0,42
2012-06-25,63,76,62,73,82,48,77,32,88,52,2,9,47,35,42,79,61,22,72,77,40,72,8,60,69,37,62,51,8,59,58,71,69,81,54,69,62,10,0,0,9,69,78,48,62,67,58,50,59,57,56,70,83,9,8,58,45,22,64,47,36,7,66,74,21,59,64,18,90,30,34,0,62,71,67,42,15,44,67,41,4,27,54,42,76,14,75,19,31,26,0,89,61,37,0,83,0,56,52,24,63,73,60,0,60,70,48,77,38,51,53,13,0,34,75,60,66,37,56,54,54,40,17,75,51,64,50,53,18,80,5,28,78,44,47,15,36,35,72,43,31,56,69,29,80,35,64,27,59,46,60,59,61,9,32,35,32,65,47,42,79,59,49,46,64,0,26,0,54,22,81,36,39,33
2012-06-26,66,75,64,65,82,48,76,34,88,46,0,8,51,35,70,76,58,24,76,74,45,67,5,59,68,33,63,56,12,61,69,71,71,77,45,69,61,14,26,1,46,66,70,58,66,58,62,56,60,51,44,70,72,24,9,64,45,33,95,46,32,10,73,73,33,58,58,30,90,34,35,0,65,66,63,31,18,63,81,41,12,35,79,21,69,11,87,28,29,31,3,84,66,23,0,82,0,46,59,25,70,54,61,0,63,59,57,48,37,59,73,15,0,27,65,61,73,37,62,56,58,49,19,76,59,65,49,62,45,72,9,32,87,29,46,47,39,35,81,50,45,53,49,29,77,35,62,30,58,40,64,56,62,9,34,42,28,65,47,24,82,42,20,22,67,0,28,0,39,56,80,32,20,33
2012-06-27,65,75,62,62,77,45,83,30,85,47,0,9,50,39,64,64,64,23,83,73,34,61,7,56,64,35,64,51,10,64,57,56,64,77,46,71,64,14,13,0,46,63,67,48,63,56,57,62,51,46,54,64,76,18,8,59,50,17,78,47,30,2,76,73,26,55,72,33,89,30,84,0,57,69,59,35,12,35,70,0,11,33,66,27,74,12,87,48,28,57,4,86,65,37,0,69,0,48,58,17,55,58,67,0,58,62,49,58,31,57,49,19,8,35,60,61,64,55,52,67,50,28,19,73,63,64,40,55,9,65,11,37,76,33,47,96,39,27,91,51,50,58,53,19,81,34,58,43,52,43,63,51,57,9,35,46,35,66,45,33,78,56,30,52,72,0,28,3,16,0,82,35,20,11
2012-06-28,70,74,61,58,73,47,77,31,84,47,1,7,49,41,64,66,47,21,70,74,39,66,7,56,71,33,52,54,9,62,50,60,80,75,28,74,53,12,14,0,66,73,66,35,63,71,60,53,48,47,44,69,57,17,8,49,46,11,63,46,19,3,69,72,33,50,49,36,90,35,100,0,55,68,71,47,28,58,79,0,32,31,69,32,68,13,96,29,29,47,4,79,69,48,0,69,0,43,52,26,58,61,64,0,59,66,59,77,29,49,57,13,6,34,52,49,62,43,52,65,47,41,18,74,62,68,45,47,56,69,93,31,74,40,61,100,36,27,90,54,37,55,43,23,68,34,65,35,54,45,61,52,61,8,26,50,41,77,51,52,73,48,20,38,67,0,23,0,8,23,80,26,20,34
2012-06-29,73,77,68,57,90,51,81,30,85,53,1,11,51,39,61,77,52,25,56,74,39,66,9,66,74,38,52,58,12,68,67,67,65,82,29,70,64,12,43,0,30,78,59,51,60,70,70,57,58,61,54,67,55,28,6,51,47,36,83,49,25,2,80,80,25,64,68,25,87,26,74,0,60,65,67,43,37,61,87,0,13,22,67,43,72,8,79,20,32,77,3,85,73,62,0,93,0,43,71,22,61,77,70,0,64,62,57,62,35,57,55,12,14,36,56,59,77,45,66,69,52,44,17,77,57,68,54,54,39,70,61,39,82,43,53,75,46,27,82,56,39,63,40,63,75,37,64,37,56,49,64,70,58,8,30,47,30,77,56,52,79,77,32,66,92,0,32,0,8,24,84,49,0,36
2012-06-30,81,85,78,62,98,59,91,40,86,59,3,10,53,51,84,74,100,30,85,68,49,86,8,73,84,39,69,67,15,73,78,68,79,100,58,84,72,12,33,0,58,86,71,40,62,72,84,52,53,66,67,77,52,59,9,61,47,42,54,55,34,11,92,89,30,83,100,27,82,40,65,0,70,76,78,42,26,83,82,0,24,38,60,46,69,13,66,36,36,65,4,88,74,100,0,91,0,39,79,29,79,88,68,0,82,74,50,71,36,77,64,19,7,38,57,64,67,69,77,72,59,42,20,79,58,66,63,52,69,80,49,41,80,51,55,89,48,31,86,63,28,67,61,14,89,45,75,31,71,58,77,63,64,7,17,51,49,80,61,34,81,54,75,81,80,0,30,0,20,57,94,45,25,28
2012-07-01,83,80,69,62,93,57,83,39,88,59,2,11,55,51,76,78,75,28,81,73,37,93,5,67,76,36,75,59,10,79,65,66,76,88,0,74,69,12,16,0,57,83,60,59,63,61,93,53,62,66,57,59,85,46,10,26,40,21,72,52,24,6,73,83,35,66,63,30,85,31,51,0,76,76,69,37,23,39,83,0,23,25,71,31,73,12,67,35,31,25,3,92,72,61,0,94,0,43,73,18,73,66,68,0,74,62,54,76,31,55,69,24,4,39,40,54,76,57,81,78,57,34,19,80,69,66,60,58,78,77,36,30,83,34,58,68,50,29,82,67,30,59,46,23,71,35,61,35,68,55,68,62,65,10,27,32,67,83,58,30,91,84,37,45,79,35,31,0,29,0,91,35,0,14
2012-07-02,70,73,57,49,77,46,78,36,89,44,18,9,52,23,51,76,63,22,75,86,33,78,7,54,61,30,54,50,10,56,64,57,65,78,28,68,63,12,0,0,26,68,67,44,63,70,94,51,71,55,58,64,80,33,9,48,48,44,68,51,26,24,54,63,52,70,39,65,85,30,40,0,64,69,60,36,31,38,72,0,10,15,100,21,70,8,75,28,32,46,29,79,69,71,0,81,0,41,43,23,62,43,62,0,60,51,31,64,28,40,53,29,23,27,49,49,69,63,63,68,53,33,18,77,58,69,44,70,45,69,30,20,73,33,45,96,40,22,65,57,43,50,41,22,63,31,67,34,52,42,62,56,70,7,27,41,54,68,42,48,75,47,30,49,59,0,32,3,8,34,79,34,20,11
2012-07-03,70,73,56,52,71,49,86,35,87,47,67,8,49,43,53,64,50,23,75,75,34,76,6,57,60,39,57,49,11,63,62,45,73,76,0,58,57,11,26,1,34,75,57,57,63,74,75,55,47,46,49,51,74,40,8,37,45,38,83,50,39,91,64,73,23,57,73,46,88,28,46,0,60,69,49,37,26,62,78,0,18,10,81,40,67,11,84,19,28,56,34,81,62,59,0,65,0,40,52,24,73,76,60,0,49,51,44,65,33,64,53,23,100,31,47,50,68,50,56,76,53,30,16,73,54,61,42,54,53,70,38,44,79,33,42,63,31,25,89,52,36,54,37,33,63,30,63,33,60,38,64,56,54,7,34,54,40,70,44,45,78,46,10,29,69,0,26,0,8,34,81,30,20,33
2012-07-04,71,72,60,51,80,50,88,41,85,48,44,8,56,35,46,67,67,24,78,67,35,83,8,59,71,35,66,51,18,69,57,52,64,76,0,71,64,13,42,0,28,76,61,50,63,54,73,38,54,47,47,53,74,36,9,17,48,29,43,47,29,100,55,75,20,52,71,45,84,28,45,0,65,100,66,43,25,54,76,43,7,53,83,52,61,12,64,10,25,44,21,79,60,52,0,58,14,46,65,26,73,63,62,0,60,41,47,60,42,52,57,17,40,35,59,52,60,49,58,75,49,32,21,73,70,59,48,61,38,73,33,45,82,38,47,40,37,26,81,45,48,53,38,16,62,31,58,33,62,40,58,65,58,8,27,47,39,74,52,45,80,54,0,50,67,0,32,4,33,24,86,36,21,0
2012-07-05,71,75,56,54,72,46,82,41,90,47,40,9,51,41,43,75,47,24,66,75,38,76,7,58,62,33,52,50,16,66,64,68,64,74,10,68,56,13,14,2,54,71,57,49,64,55,66,50,52,55,51,73,72,35,5,33,44,29,61,45,22,66,54,71,22,58,68,30,82,30,56,0,62,68,65,43,18,76,72,42,13,34,64,28,57,12,73,49,42,48,10,76,69,45,0,61,0,53,56,25,51,69,58,0,56,50,55,54,39,56,80,18,25,31,45,57,65,65,47,91,51,23,14,73,52,59,46,54,75,66,29,23,84,36,46,63,32,29,74,48,42,53,34,8,56,32,59,31,59,42,62,59,49,6,27,42,42,73,52,47,76,58,21,38,58,0,22,11,0,24,84,33,0,35
