,Date,Title,Artist,Image,PeakPos,LastPos,Weeks,Rank,IsNew
1352,2013-06-11,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,2,14,3,False
1353,2013-06-11,Stay,Rihanna Feat. Mikky Ekko,,1,4,17,4,False
1354,2013-06-11,I Love It,Icona Pop Feat. Charli XCX,,5,6,14,5,False
1355,2013-06-11,When I Was Your Man,Bruno Mars,,1,5,19,6,False
1356,2013-06-11,Heart Attack,Demi Lovato,,7,7,14,7,False
1357,2013-06-11,Get Lucky,Daft Punk Feat. Pharrell Williams,,8,12,6,8,False
1358,2013-06-11,Come & Get It,Selena Gomez,,9,10,7,9,False
1359,2013-06-11,Cruise,Florida Georgia Line Feat. Nelly,,9,9,28,10,False
1360,2013-06-11,Power Trip,J. Cole Feat. Miguel,,11,18,11,11,False
1361,2013-06-11,The Way,Ariana Grande Feat. Mac Miller,,12,16,8,12,False
1362,2013-06-11,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,19,14,13,False
1363,2013-06-11,Treasure,Bruno Mars,,14,27,3,14,False
1364,2013-06-11,Feel This Moment,Pitbull Feat. Christina Aguilera,,4,11,18,15,False
1365,2013-06-11,Highway Don't Care,Tim McGraw With Taylor Swift,,13,13,11,16,False
1366,2013-06-11,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,17,46,3,17,False
1367,2013-06-11,Ho Hey,The Lumineers,,2,17,34,18,False
1368,2013-06-11,#Beautiful,Mariah Carey Feat. Miguel,,19,22,5,19,False
1369,2013-06-11,Radioactive,Imagine Dragons,,20,29,8,20,False
1370,2013-06-11,Next To Me,Emeli Sande,,21,21,15,21,False
1371,2013-06-11,Boys 'round Here,Blake Shelton,,22,24,9,22,False
1372,2013-06-11,Bad,Wale Feat. Tiara Thomas,,20,26,13,23,False
1373,2013-06-11,Locked Out Of Heaven,Bruno Mars,,1,25,35,24,False
1374,2013-06-11,Wagon Wheel,Darius Rucker,,14,14,14,25,False
1375,2013-06-11,Suit & Tie,Justin Timberlake Feat. Jay-Z,,2,15,21,26,False
1376,2013-06-11,Anywhere With You,Jake Owen,,27,30,10,27,False
1377,2013-06-11,Fine China,Chris Brown,,15,20,9,28,False
1378,2013-06-11,The Other Side,Jason Derulo,,29,34,6,29,False
1379,2013-06-11,Beat This Summer,Brad Paisley,,30,31,11,30,False
1380,2013-06-11,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,31,39,8,31,False
1381,2013-06-11,Crash My Party,Luke Bryan,,32,38,7,32,False
1382,2013-06-11,DONE.,The Band Perry,,33,35,11,33,False
1383,2013-06-11,#thatPOWER,will.i.am Feat. Justin Bieber,,19,23,10,34,False
1384,2013-06-11,Like Jesus Does,Eric Church,,33,33,14,35,False
1385,2013-06-11,Thrift Shop,Macklemore & Ryan Lewis Feat. Wanz,,1,28,25,36,False
1386,2013-06-11,Clarity,Zedd Feat. Foxes,,37,40,6,37,False
1387,2013-06-11,Started From The Bottom,Drake,,12,32,16,38,False
1388,2013-06-11,I Knew You Were Trouble.,Taylor Swift,,1,36,27,39,False
1389,2013-06-11,More Than Miles,Brantley Gilbert,,40,43,14,40,False
1390,2013-06-11,Love Somebody,Maroon 5,,41,60,2,41,False
1391,2013-06-11,"Gone, Gone, Gone",Phillip Phillips,,42,47,8,42,False
1392,2013-06-11,We Still In This B****,B.o.B Feat. T.I. & Juicy J,,43,45,13,43,False
1393,2013-06-11,Get Your Shine On,Florida Georgia Line,,15,37,15,44,False
1394,2013-06-11,Jump Right In,Zac Brown Band,,45,49,11,45,False
1395,2013-06-11,Hey Pretty Girl,Kip Moore,,46,48,9,46,False
1396,2013-06-11,Lego House,Ed Sheeran,,47,50,7,47,False
1397,2013-06-11,Love Me,Lil Wayne Feat. Drake & Future,,22,44,19,48,False
1398,2013-06-11,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,49,52,4,49,False
1399,2013-06-11,Body Party,Ciara,,50,58,3,50,False
1400,2013-06-18,Mirrors,Justin Timberlake,,1,1,11,1,False
1401,2013-06-18,Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,,2,2,12,2,False
1402,2013-06-18,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,3,15,3,False
1403,2013-06-18,Stay,Rihanna Feat. Mikky Ekko,,1,4,18,4,False
1404,2013-06-18,I Love It,Icona Pop Feat. Charli XCX,,5,5,15,5,False
1405,2013-06-18,Get Lucky,Daft Punk Feat. Pharrell Williams,,6,8,7,6,False
1406,2013-06-18,Come & Get It,Selena Gomez,,7,9,8,7,False
1407,2013-06-18,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,8,17,4,8,False
1408,2013-06-18,Cruise,Florida Georgia Line Feat. Nelly,,9,10,29,9,False
1409,2013-06-18,When I Was Your Man,Bruno Mars,,1,6,20,10,False
1410,2013-06-18,Treasure,Bruno Mars,,11,14,4,11,False
1411,2013-06-18,Heart Attack,Demi Lovato,,7,7,15,12,False
1412,2013-06-18,The Way,Ariana Grande Feat. Mac Miller,,12,12,9,13,False
1413,2013-06-18,Radioactive,Imagine Dragons,,14,20,9,14,False
1414,2013-06-18,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,13,15,15,False
1415,2013-06-18,Power Trip,J. Cole Feat. Miguel,,11,11,12,16,False
1416,2013-06-18,#Beautiful,Mariah Carey Feat. Miguel,,17,19,6,17,False
1417,2013-06-18,Boys 'round Here,Blake Shelton,,18,22,10,18,False
1418,2013-06-18,Highway Don't Care,Tim McGraw With Taylor Swift,,13,16,12,19,False
1419,2013-06-18,Bad,Wale Feat. Tiara Thomas,,20,23,14,20,False
1420,2013-06-18,Next To Me,Emeli Sande,,21,21,16,21,False
1421,2013-06-18,Anywhere With You,Jake Owen,,22,27,11,22,False
1422,2013-06-18,Ho Hey,The Lumineers,,2,18,35,23,False
1423,2013-06-18,The Other Side,Jason Derulo,,24,29,7,24,False
1424,2013-06-18,Crash My Party,Luke Bryan,,25,32,8,25,False
1425,2013-06-18,Clarity,Zedd Feat. Foxes,,26,37,7,26,False
1426,2013-06-18,Beat This Summer,Brad Paisley,,27,30,12,27,False
1427,2013-06-18,Feel This Moment,Pitbull Feat. Christina Aguilera,,4,15,19,28,False
1428,2013-06-18,Locked Out Of Heaven,Bruno Mars,,1,24,36,29,False
1429,2013-06-18,DONE.,The Band Perry,,30,33,12,30,False
1430,2013-06-18,Suit & Tie,Justin Timberlake Feat. Jay-Z,,2,26,22,31,False
1431,2013-06-18,Love Somebody,Maroon 5,,32,41,3,32,False
1432,2013-06-18,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,31,31,9,33,False
1433,2013-06-18,Fine China,Chris Brown,,15,28,10,34,False
1434,2013-06-18,Wagon Wheel,Darius Rucker,,14,25,15,35,False
1435,2013-06-18,Like Jesus Does,Eric Church,,33,35,15,36,False
1436,2013-06-18,Thrift Shop,Macklemore & Ryan Lewis Feat. Wanz,,1,36,26,37,False
1437,2013-06-18,I Knew You Were Trouble.,Taylor Swift,,1,39,28,38,False
1438,2013-06-18,"Gone, Gone, Gone",Phillip Phillips,,39,42,9,39,False
1439,2013-06-18,More Than Miles,Brantley Gilbert,,40,40,15,40,False
1440,2013-06-18,Jump Right In,Zac Brown Band,,41,45,12,41,False
1441,2013-06-18,Lego House,Ed Sheeran,,42,47,8,42,False
1442,2013-06-18,Hey Pretty Girl,Kip Moore,,43,46,10,43,False
1443,2013-06-18,Body Party,Ciara,,44,50,4,44,False
1444,2013-06-18,We Still In This B****,B.o.B Feat. T.I. & Juicy J,,43,43,14,45,False
1445,2013-06-18,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,46,49,5,46,False
1446,2013-06-18,I Want Crazy,Hunter Hayes,,47,51,6,47,False
1447,2013-06-18,Rich As F**k,Lil Wayne Feat. 2 Chainz,,48,52,5,48,False
1448,2013-06-18,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,49,57,4,49,False
1449,2013-06-18,Started From The Bottom,Drake,,12,38,17,50,False
1450,2013-06-25,Mirrors,Justin Timberlake,,1,1,12,1,False
1451,2013-06-25,Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,,2,2,13,2,False
1452,2013-06-25,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,3,16,3,False
1453,2013-06-25,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,4,8,5,4,False
1454,2013-06-25,Get Lucky,Daft Punk Feat. Pharrell Williams,,5,6,8,5,False
1455,2013-06-25,I Love It,Icona Pop Feat. Charli XCX,,5,5,16,6,False
1456,2013-06-25,Stay,Rihanna Feat. Mikky Ekko,,1,4,19,7,False
1457,2013-06-25,Come & Get It,Selena Gomez,,7,7,9,8,False
1458,2013-06-25,Cruise,Florida Georgia Line Feat. Nelly,,9,9,30,9,False
1459,2013-06-25,Radioactive,Imagine Dragons,,10,14,10,10,False
1460,2013-06-25,Treasure,Bruno Mars,,11,11,5,11,False
1461,2013-06-25,When I Was Your Man,Bruno Mars,,1,10,21,12,False
1462,2013-06-25,The Way,Ariana Grande Feat. Mac Miller,,12,13,10,13,False
1463,2013-06-25,Power Trip,J. Cole Feat. Miguel,,11,16,13,14,False
1464,2013-06-25,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,15,16,15,False
1465,2013-06-25,Clarity,Zedd Feat. Foxes,,16,26,8,16,False
1466,2013-06-25,Boys 'round Here,Blake Shelton,,17,18,11,17,False
1467,2013-06-25,#Beautiful,Mariah Carey Feat. Miguel,,17,17,7,18,False
1468,2013-06-25,Anywhere With You,Jake Owen,,19,22,12,19,False
1469,2013-06-25,Crash My Party,Luke Bryan,,20,25,9,20,False
1470,2013-06-25,The Other Side,Jason Derulo,,21,24,8,21,False
1471,2013-06-25,Beat This Summer,Brad Paisley,,22,27,13,22,False
1472,2013-06-25,Ho Hey,The Lumineers,,2,23,36,23,False
1473,2013-06-25,Bad,Wale Feat. Tiara Thomas,,20,20,15,24,False
1474,2013-06-25,Love Somebody,Maroon 5,,25,32,4,25,False
1475,2013-06-25,DONE.,The Band Perry,,26,30,13,26,False
1476,2013-06-25,Heart Attack,Demi Lovato,,7,12,16,27,False
1477,2013-06-25,Next To Me,Emeli Sande,,21,21,17,28,False
1478,2013-06-25,Highway Don't Care,Tim McGraw With Taylor Swift,,13,19,13,29,False
1479,2013-06-25,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,30,46,6,30,False
1480,2013-06-25,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,31,33,10,31,False
1481,2013-06-25,Suit & Tie,Justin Timberlake Feat. Jay-Z,,2,31,23,32,False
1482,2013-06-25,Feel This Moment,Pitbull Feat. Christina Aguilera,,4,28,20,33,False
1483,2013-06-25,Jump Right In,Zac Brown Band,,34,41,13,34,False
1484,2013-06-25,"Gone, Gone, Gone",Phillip Phillips,,35,39,10,35,False
1485,2013-06-25,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,36,49,5,36,False
1486,2013-06-25,I Want Crazy,Hunter Hayes,,37,47,7,37,False
1487,2013-06-25,Hey Pretty Girl,Kip Moore,,38,43,11,38,False
1488,2013-06-25,Lego House,Ed Sheeran,,39,42,9,39,False
1489,2013-06-25,Body Party,Ciara,,40,44,5,40,False
1490,2013-06-25,Wagon Wheel,Darius Rucker,,14,35,16,41,False
1491,2013-06-25,More Than Miles,Brantley Gilbert,,40,40,16,42,False
1492,2013-06-25,Rich As F**k,Lil Wayne Feat. 2 Chainz,,43,48,6,43,False
1493,2013-06-25,Thrift Shop,Macklemore & Ryan Lewis Feat. Wanz,,1,37,27,44,False
1494,2013-06-25,I Knew You Were Trouble.,Taylor Swift,,1,38,29,45,False
1495,2013-06-25,No New Friends (SFTB Remix),"DJ Khaled Feat. Drake, Rick Ross & Lil Wayne",,46,52,5,46,False
1496,2013-06-25,Fine China,Chris Brown,,15,34,11,47,False
1497,2013-06-25,Same Love,Macklemore & Ryan Lewis Feat. Mary Lambert,,48,61,2,48,False
1498,2013-06-25,See You Again,Carrie Underwood,,49,53,7,49,False
1499,2013-06-25,We Still In This B****,B.o.B Feat. T.I. & Juicy J,,43,45,15,50,False
1500,2013-07-02,Mirrors,Justin Timberlake,,1,1,13,1,False
1501,2013-07-02,Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,,2,2,14,2,False
1502,2013-07-02,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,3,4,6,3,False
1503,2013-07-02,Get Lucky,Daft Punk Feat. Pharrell Williams,,4,5,9,4,False
1504,2013-07-02,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,3,17,5,False
1505,2013-07-02,Radioactive,Imagine Dragons,,6,10,11,6,False
1506,2013-07-02,I Love It,Icona Pop Feat. Charli XCX,,5,6,17,7,False
1507,2013-07-02,Come & Get It,Selena Gomez,,7,8,10,8,False
1508,2013-07-02,Stay,Rihanna Feat. Mikky Ekko,,1,7,20,9,False
1509,2013-07-02,Cruise,Florida Georgia Line Feat. Nelly,,9,9,31,10,False
1510,2013-07-02,Treasure,Bruno Mars,,11,11,6,11,False
1511,2013-07-02,Power Trip,J. Cole Feat. Miguel,,11,14,14,12,False
1512,2013-07-02,Clarity,Zedd Feat. Foxes,,13,16,9,13,False
1513,2013-07-02,The Way,Ariana Grande Feat. Mac Miller,,12,13,11,14,False
1514,2013-07-02,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,15,17,15,False
1515,2013-07-02,When I Was Your Man,Bruno Mars,,1,12,22,16,False
1516,2013-07-02,Love Somebody,Maroon 5,,17,25,5,17,False
1517,2013-07-02,The Other Side,Jason Derulo,,18,21,9,18,False
1518,2013-07-02,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,19,30,7,19,False
1519,2013-07-02,Anywhere With You,Jake Owen,,19,19,13,20,False
1520,2013-07-02,Beat This Summer,Brad Paisley,,21,22,14,21,False
1521,2013-07-02,Crash My Party,Luke Bryan,,20,20,10,22,False
1522,2013-07-02,#Beautiful,Mariah Carey Feat. Miguel,,17,18,8,23,False
1523,2013-07-02,Bad,Wale Feat. Tiara Thomas,,20,24,16,24,False
1524,2013-07-02,DONE.,The Band Perry,,25,26,14,25,False
1525,2013-07-02,Boys 'round Here,Blake Shelton,,17,17,12,26,False
1526,2013-07-02,Ho Hey,The Lumineers,,2,23,37,27,False
1527,2013-07-02,"Gone, Gone, Gone",Phillip Phillips,,28,35,11,28,False
1528,2013-07-02,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,29,36,6,29,False
1529,2013-07-02,Jump Right In,Zac Brown Band,,30,34,14,30,False
1530,2013-07-02,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,31,31,11,31,False
1531,2013-07-02,Same Love,Macklemore & Ryan Lewis Feat. Mary Lambert,,32,48,3,32,False
1532,2013-07-02,Suit & Tie,Justin Timberlake Feat. Jay-Z,,2,32,24,33,False
1533,2013-07-02,I Want Crazy,Hunter Hayes,,34,37,8,34,False
1534,2013-07-02,Safe And Sound,Capital Cities,,35,53,4,35,False
1535,2013-07-02,Body Party,Ciara,,36,40,6,36,False
1536,2013-07-02,More Than Miles,Brantley Gilbert,,37,42,17,37,False
1537,2013-07-02,Hey Pretty Girl,Kip Moore,,38,38,12,38,False
1538,2013-07-02,Rich As F**k,Lil Wayne Feat. 2 Chainz,,39,43,7,39,False
1539,2013-07-02,Feel This Moment,Pitbull Feat. Christina Aguilera,,4,33,21,40,False
1540,2013-07-02,Highway Don't Care,Tim McGraw With Taylor Swift,,13,29,14,41,False
1541,2013-07-02,Next To Me,Emeli Sande,,21,28,18,42,False
1542,2013-07-02,Runnin' Outta Moonlight,Randy Houser,,43,51,5,43,False
1543,2013-07-02,No New Friends (SFTB Remix),"DJ Khaled Feat. Drake, Rick Ross & Lil Wayne",,44,46,6,44,False
1544,2013-07-02,Lego House,Ed Sheeran,,39,39,10,45,False
1545,2013-07-02,See You Again,Carrie Underwood,,46,49,8,46,False
1546,2013-07-02,Heart Attack,Demi Lovato,,7,27,17,47,False
1547,2013-07-02,Don't Ya,Brett Eldredge,,48,54,5,48,False
1548,2013-07-02,All Over The Road,Easton Corbin,,49,52,6,49,False
1549,2013-07-02,Wagon Wheel,Darius Rucker,,14,41,17,50,False
1550,2013-07-09,Mirrors,Justin Timberlake,,1,1,14,1,False
1551,2013-07-09,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,2,3,7,2,False
1552,2013-07-09,Get Lucky,Daft Punk Feat. Pharrell Williams,,3,4,10,3,False
1553,2013-07-09,Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,,2,2,15,4,False
1554,2013-07-09,Radioactive,Imagine Dragons,,5,6,12,5,False
1555,2013-07-09,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,5,18,6,False
1556,2013-07-09,Come & Get It,Selena Gomez,,7,8,11,7,False
1557,2013-07-09,Cruise,Florida Georgia Line Feat. Nelly,,8,10,32,8,False
1558,2013-07-09,I Love It,Icona Pop Feat. Charli XCX,,5,7,18,9,False
1559,2013-07-09,Treasure,Bruno Mars,,10,11,7,10,False
1560,2013-07-09,Stay,Rihanna Feat. Mikky Ekko,,1,9,21,11,False
1561,2013-07-09,Love Somebody,Maroon 5,,12,17,6,12,False
1562,2013-07-09,Clarity,Zedd Feat. Foxes,,13,13,10,13,False
1563,2013-07-09,The Other Side,Jason Derulo,,14,18,10,14,False
1564,2013-07-09,Power Trip,J. Cole Feat. Miguel,,11,12,15,15,False
1565,2013-07-09,The Way,Ariana Grande Feat. Mac Miller,,12,14,12,16,False
1566,2013-07-09,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,15,18,17,False
1567,2013-07-09,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,18,19,8,18,False
1568,2013-07-09,Crash My Party,Luke Bryan,,19,22,11,19,False
1569,2013-07-09,When I Was Your Man,Bruno Mars,,1,16,23,20,False
1570,2013-07-09,Same Love,Macklemore & Ryan Lewis Feat. Mary Lambert,,21,32,4,21,False
1571,2013-07-09,Beat This Summer,Brad Paisley,,21,21,15,22,False
1572,2013-07-09,DONE.,The Band Perry,,23,25,15,23,False
1573,2013-07-09,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,24,29,7,24,False
1574,2013-07-09,#Beautiful,Mariah Carey Feat. Miguel,,17,23,9,25,False
1575,2013-07-09,Ho Hey,The Lumineers,,2,27,38,26,False
1576,2013-07-09,Jump Right In,Zac Brown Band,,27,30,15,27,False
1577,2013-07-09,Bad,Wale Feat. Tiara Thomas,,20,24,17,28,False
1578,2013-07-09,"Gone, Gone, Gone",Phillip Phillips,,28,28,12,29,False
1579,2013-07-09,Hey Pretty Girl,Kip Moore,,30,38,13,30,False
1580,2013-07-09,Anywhere With You,Jake Owen,,19,20,14,31,False
1581,2013-07-09,Safe And Sound,Capital Cities,,32,35,5,32,False
1582,2013-07-09,I Want Crazy,Hunter Hayes,,33,34,9,33,False
1583,2013-07-09,More Than Miles,Brantley Gilbert,,34,37,18,34,False
1584,2013-07-09,Body Party,Ciara,,35,36,7,35,False
1585,2013-07-09,Boys 'round Here,Blake Shelton,,17,26,13,36,False
1586,2013-07-09,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,31,31,12,37,False
1587,2013-07-09,Suit & Tie,Justin Timberlake Feat. Jay-Z,,2,33,25,38,False
1588,2013-07-09,Runnin' Outta Moonlight,Randy Houser,,39,43,6,39,False
1589,2013-07-09,Rich As F**k,Lil Wayne Feat. 2 Chainz,,39,39,8,40,False
1590,2013-07-09,Right Now,Rihanna Feat. David Guetta,,41,55,3,41,False
1591,2013-07-09,No New Friends (SFTB Remix),"DJ Khaled Feat. Drake, Rick Ross & Lil Wayne",,42,44,7,42,False
1592,2013-07-09,See You Again,Carrie Underwood,,43,46,9,43,False
1593,2013-07-09,Don't Ya,Brett Eldredge,,44,48,6,44,False
1594,2013-07-09,Feel This Moment,Pitbull Feat. Christina Aguilera,,4,40,22,45,False
1595,2013-07-09,All Over The Road,Easton Corbin,,46,49,7,46,False
1596,2013-07-09,Little Bit Of Everything,Keith Urban,,47,54,5,47,False
1597,2013-07-09,We Still In This B****,B.o.B Feat. T.I. & Juicy J,,43,53,17,48,False
1598,2013-07-09,Heart Attack,Demi Lovato,,7,47,18,49,False
1599,2013-07-09,Highway Don't Care,Tim McGraw With Taylor Swift,,13,41,15,50,False
1600,2013-07-16,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,1,2,8,1,False
1601,2013-07-16,Mirrors,Justin Timberlake,,1,1,15,2,False
1602,2013-07-16,Get Lucky,Daft Punk Feat. Pharrell Williams,,3,3,11,3,False
1603,2013-07-16,Radioactive,Imagine Dragons,,4,5,13,4,False
1604,2013-07-16,Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,,2,4,16,5,False
1605,2013-07-16,Come & Get It,Selena Gomez,,6,7,12,6,False
1606,2013-07-16,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,6,19,7,False
1607,2013-07-16,Treasure,Bruno Mars,,8,10,8,8,False
1608,2013-07-16,Love Somebody,Maroon 5,,9,12,7,9,False
1609,2013-07-16,Cruise,Florida Georgia Line Feat. Nelly,,8,8,33,10,False
1610,2013-07-16,Clarity,Zedd Feat. Foxes,,11,13,11,11,False
1611,2013-07-16,I Love It,Icona Pop Feat. Charli XCX,,5,9,19,12,False
1612,2013-07-16,The Other Side,Jason Derulo,,13,14,11,13,False
1613,2013-07-16,Stay,Rihanna Feat. Mikky Ekko,,1,11,22,14,False
1614,2013-07-16,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,15,18,9,15,False
1615,2013-07-16,Same Love,Macklemore & Ryan Lewis Feat. Mary Lambert,,16,21,5,16,False
1616,2013-07-16,Crash My Party,Luke Bryan,,17,19,12,17,False
1617,2013-07-16,Power Trip,J. Cole Feat. Miguel,,11,15,16,18,False
1618,2013-07-16,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,19,24,8,19,False
1619,2013-07-16,The Way,Ariana Grande Feat. Mac Miller,,12,16,13,20,False
1620,2013-07-16,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,17,19,21,False
1621,2013-07-16,DONE.,The Band Perry,,22,23,16,22,False
1622,2013-07-16,Jump Right In,Zac Brown Band,,23,27,16,23,False
1623,2013-07-16,"Gone, Gone, Gone",Phillip Phillips,,24,29,13,24,False
1624,2013-07-16,When I Was Your Man,Bruno Mars,,1,20,24,25,False
1625,2013-07-16,Safe And Sound,Capital Cities,,26,32,6,26,False
1626,2013-07-16,Hey Pretty Girl,Kip Moore,,27,30,14,27,False
1627,2013-07-16,Ho Hey,The Lumineers,,2,26,39,28,False
1628,2013-07-16,I Want Crazy,Hunter Hayes,,29,33,10,29,False
1629,2013-07-16,Bad,Wale Feat. Tiara Thomas,,20,28,18,30,False
1630,2013-07-16,Runnin' Outta Moonlight,Randy Houser,,31,39,7,31,False
1631,2013-07-16,Beat This Summer,Brad Paisley,,21,22,16,32,False
1632,2013-07-16,Right Now,Rihanna Feat. David Guetta,,33,41,4,33,False
1633,2013-07-16,Body Party,Ciara,,34,35,8,34,False
1634,2013-07-16,More Than Miles,Brantley Gilbert,,34,34,19,35,False
1635,2013-07-16,#Beautiful,Mariah Carey Feat. Miguel,,17,25,10,36,False
1636,2013-07-16,Don't Ya,Brett Eldredge,,37,44,7,37,False
1637,2013-07-16,Suit & Tie,Justin Timberlake Feat. Jay-Z,,2,38,26,38,False
1638,2013-07-16,See You Again,Carrie Underwood,,39,43,10,39,False
1639,2013-07-16,Anywhere With You,Jake Owen,,19,31,15,40,False
1640,2013-07-16,Rich As F**k,Lil Wayne Feat. 2 Chainz,,39,40,9,41,False
1641,2013-07-16,No New Friends (SFTB Remix),"DJ Khaled Feat. Drake, Rick Ross & Lil Wayne",,42,42,8,42,False
1642,2013-07-16,Boys 'round Here,Blake Shelton,,17,36,14,43,False
1643,2013-07-16,Little Bit Of Everything,Keith Urban,,44,47,6,44,False
1644,2013-07-16,All Over The Road,Easton Corbin,,45,46,8,45,False
1645,2013-07-16,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,31,37,13,46,False
1646,2013-07-16,Feel This Moment,Pitbull Feat. Christina Aguilera,,4,45,23,47,False
1647,2013-07-16,Holy Grail,Jay-Z Feat. Justin Timberlake,,48,0,1,48,True
1648,2013-07-16,We Can't Stop,Miley Cyrus,,49,62,2,49,False
1649,2013-07-16,Point At You,Justin Moore,,50,55,7,50,False
1650,2013-07-23,Blurred Lines,Robin Thicke Feat. T.I. + Pharrell,,1,1,9,1,False
1651,2013-07-23,Get Lucky,Daft Punk Feat. Pharrell Williams,,2,3,12,2,False
1652,2013-07-23,Mirrors,Justin Timberlake,,1,2,16,3,False
1653,2013-07-23,Radioactive,Imagine Dragons,,4,4,14,4,False
1654,2013-07-23,Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,,2,5,17,5,False
1655,2013-07-23,Treasure,Bruno Mars,,6,8,9,6,False
1656,2013-07-23,Love Somebody,Maroon 5,,7,9,8,7,False
1657,2013-07-23,Just Give Me A Reason,P!nk Feat. Nate Ruess,,1,7,20,8,False
1658,2013-07-23,Clarity,Zedd Feat. Foxes,,9,11,12,9,False
1659,2013-07-23,Come & Get It,Selena Gomez,,6,6,13,10,False
1660,2013-07-23,Cruise,Florida Georgia Line Feat. Nelly,,8,10,34,11,False
1661,2013-07-23,Same Love,Macklemore & Ryan Lewis Feat. Mary Lambert,,12,16,6,12,False
1662,2013-07-23,The Other Side,Jason Derulo,,13,13,12,13,False
1663,2013-07-23,I Need Your Love,Calvin Harris Feat. Ellie Goulding,,14,15,10,14,False
1664,2013-07-23,I Love It,Icona Pop Feat. Charli XCX,,5,12,20,15,False
1665,2013-07-23,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,16,19,9,16,False
1666,2013-07-23,Stay,Rihanna Feat. Mikky Ekko,,1,14,23,17,False
1667,2013-07-23,Power Trip,J. Cole Feat. Miguel,,11,18,17,18,False
1668,2013-07-23,Safe And Sound,Capital Cities,,19,26,7,19,False
1669,2013-07-23,Crash My Party,Luke Bryan,,17,17,13,20,False
1670,2013-07-23,The Way,Ariana Grande Feat. Mac Miller,,12,20,14,21,False
1671,2013-07-23,DONE.,The Band Perry,,22,22,17,22,False
1672,2013-07-23,"Gone, Gone, Gone",Phillip Phillips,,23,24,14,23,False
1673,2013-07-23,Jump Right In,Zac Brown Band,,23,23,17,24,False
1674,2013-07-23,Hey Pretty Girl,Kip Moore,,25,27,15,25,False
1675,2013-07-23,Runnin' Outta Moonlight,Randy Houser,,26,31,8,26,False
1676,2013-07-23,When I Was Your Man,Bruno Mars,,1,25,25,27,False
1677,2013-07-23,I Want Crazy,Hunter Hayes,,28,29,11,28,False
1678,2013-07-23,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,13,21,20,29,False
1679,2013-07-23,Right Now,Rihanna Feat. David Guetta,,30,33,5,30,False
1680,2013-07-23,Bad,Wale Feat. Tiara Thomas,,20,30,19,31,False
1681,2013-07-23,Ho Hey,The Lumineers,,2,28,40,32,False
1682,2013-07-23,Body Party,Ciara,,33,34,9,33,False
1683,2013-07-23,Don't Ya,Brett Eldredge,,34,37,8,34,False
1684,2013-07-23,See You Again,Carrie Underwood,,35,39,11,35,False
1685,2013-07-23,Little Bit Of Everything,Keith Urban,,36,44,7,36,False
1686,2013-07-23,We Can't Stop,Miley Cyrus,,37,49,3,37,False
1687,2013-07-23,All Over The Road,Easton Corbin,,38,45,9,38,False
1688,2013-07-23,Rich As F**k,Lil Wayne Feat. 2 Chainz,,39,41,10,39,False
