date,Senorita,Bad Guy,Truth Hurts,Old Town Road,Ran$om,Talk,No Guidance,I Don't Care,Goodbyes,If I Can't Have You,Someone You Loved,Sucker,Money In The Grave,You Need To Calm Down,Sunflower (Spider Man: Into The Spider Verse),The Git Up,Suge,Beautiful People,Lover,Boyfriend,The London,Hot Girl Summer,Dancing With A Stranger,Baby,Beer Never Broke My Heart,Hot,Pop Out,"Hey Look Ma, I Made It",Wow ,Without Me,Speechless,Bad Bad Bad,Motivation,Knockin' Boots,My Type,How Do You Sleep?,7 Rings,Panini,Cash Shit,Rearview Town,God's Country,Trampoline,All To Myself,Whiskey Glasses,Shotta Flow,Only Human,Slide Away,Otro Trago,One Thing Right,China,The Ones That Didn't Make It Back Home,Clout,Queen Of Mean,Easier,What's The Move,Callaita,On Chill,ME,I Don't Know About You,Just How It Is,Surf,Call You Mine,Go Loko,Lalala,Never Really Over,Raised On Country,Living,Press,Time,Sup Mate,Southbound,Hate Me,No Me Conoce,Love You Too Late,Won't Be Late,It's You,Tip Of My Tongue,Heartless,Ballin',Prayed For You,Soltera,Light It Up,Juicy,Lil Baby,Right Back,EARFQUAKE,F N,Buy My Own Drinks,Mac 10,What Happens In A Small Town,Some Of It,Ecstasy,What If I Never Get Over You,Uno,Daddy,We Were,Baby Sitter,Takeaway,Every Little Thing,Did It Again,Happier,Sweet But Psycho,Better,Going Bad,Talk You Out Of It,Gold Roses,Just Us,Small Talk,Night Falls,Snake Skin,24/7,Love Ain't,Sanguine Paradise,Rodeo,Tap,La La Land,Que Pretendes,Single Again,Worth It,Shallow,Trust Issues,How About Now,The Motion,Dreams Money Can Buy,Hot Shower,Club Paradise,Antisocial,Fear Inoculum,Days In The East,Before I Let Go,High Hopes,Sicko Mode,Cross Me,The Archer,Leave Me Alone,The Search,Baguettes In The Face,MEGATRON,All Day Long,Do You Remember,Calma,Cool,Nightmare,Rumor,Act Up,GIRL,Con Calma,Middle Child,Brown Skin Girl,Under The Sun,Mood 4 Eva,Wish Wish,South Of The Border,Pure Water,Remember The Name,Walk Me Home,Look What God Gave Her,BLOW,Like A Rodeo,Spirit,Best Part Of Me,Wake Up,Eastside,Look Back At It,Down Bad,Good As You,Costa Rica,Out The Mud,Girls Need Love,Mother's Daughter,Ocean Eyes,Higher Love,Don't Check On Me,Homicide,Please Me,When I Grow Up,Eyes On You,Bacc At It Again,"Break Up With Your Girlfriend, I'm Bored",Here With Me,Love Someone,Big Ole Freak,You Stay,Baila Baila Baila,Omerta,Summer Days,When The Party's Over,Envy Me,Miss Me More,Sanctuary,Rescue Me,Te Robare,Robbery,Racks In The Middle,Beautiful Crazy,Close Friends,Bury A Friend,Even Though I'm Leaving,Put A Date On It,Heaven,Please Tell Me,On My Way To You,Amor Genuino,XanaX Damage,Government Official,Murder On My Mind,Isis,Boy With Luv,Shut Up About Politics,Under Enemy Arms,Night Shift,A Lot,Thotiana,Higher,Who Do You Love,Don't Call Me Up,Earth,Juice,HP,Mixed Personalities,Paradise,Triggered,Girls Like You,I Think,Celebrate,Jealous,Running Out Of Time,Igor's Theme,New Magic Wand,A Boy Is A Gun,What's Good,Puppet,Weather The Storm,Here Tonight
2019-05-21,2,44,27,70,0,91,0,33,12,17,56,60,0,0,33,3,39,9,21,49,74,0,63,46,15,78,74,25,23,63,18,89,91,44,47,7,60,57,27,27,63,57,63,45,28,41,1,35,13,86,0,47,3,62,18,0,30,68,62,72,56,4,37,15,1,53,92,76,86,3,45,60,40,40,0,82,14,44,32,18,53,75,59,42,87,100,87,15,85,16,79,70,40,79,51,79,70,41,38,50,82,62,83,71,58,2,77,15,12,69,100,73,52,41,86,64,0,5,82,50,13,51,84,0,34,54,27,0,7,63,51,61,43,3,26,71,0,5,45,44,71,93,59,72,89,76,68,25,0,23,0,76,5,68,4,77,30,67,1,76,2,76,79,71,26,80,15,7,46,1,79,6,1,26,89,17,37,43,0,58,79,64,89,60,4,26,28,71,33,64,81,71,84,47,68,67,74,12,52,57,66,76,0,2,51,62,67,59,0,2,75,95,64,76,69,52,63,77,89,52,35,34,66,84,57,80,30,37,46,34,83,83,54,40
2019-05-22,2,45,32,75,33,91,1,35,14,10,68,62,0,0,45,3,38,10,20,47,76,0,70,48,12,78,81,0,25,63,21,84,86,52,56,8,65,59,20,68,54,61,62,48,41,48,1,31,5,87,0,50,2,64,13,0,26,69,52,76,59,3,39,12,0,29,92,77,87,0,44,54,37,10,0,75,10,53,35,18,51,70,58,40,74,76,85,0,82,5,78,71,24,84,52,84,72,41,43,60,82,80,82,69,33,2,79,12,15,72,67,69,62,41,86,74,2,2,82,47,18,53,90,1,30,45,33,0,11,57,66,74,43,3,33,73,0,6,32,43,70,95,67,64,85,78,62,31,0,22,0,72,7,69,7,67,30,72,1,79,3,85,74,75,25,81,15,15,73,1,74,10,0,25,100,13,34,17,0,71,80,70,91,67,3,26,19,69,29,63,89,65,86,43,78,72,74,6,47,57,84,73,0,0,52,63,73,61,0,0,99,96,70,71,68,55,62,75,89,55,35,32,68,86,50,75,31,26,50,32,80,82,34,47
2019-05-23,3,51,30,74,0,90,0,30,15,15,57,71,0,0,33,3,39,9,19,46,77,0,70,46,8,76,84,0,23,59,30,79,79,40,47,15,65,58,20,4,62,55,64,53,36,41,0,31,5,87,0,49,2,100,15,0,19,70,25,57,58,2,55,13,0,32,85,74,83,0,45,55,38,30,0,81,6,64,33,16,52,63,57,37,77,77,76,38,74,5,75,72,21,76,50,80,63,46,44,50,77,81,79,86,61,2,92,12,17,69,53,58,59,41,80,67,0,5,82,34,20,51,82,0,30,35,31,0,5,66,68,74,40,4,26,69,0,6,38,39,70,91,58,68,77,75,69,23,0,23,0,71,8,61,5,54,28,67,1,73,4,80,73,70,20,75,15,8,79,1,66,14,0,24,86,19,32,34,0,79,72,78,83,63,3,27,32,70,31,60,69,75,100,57,59,70,63,0,62,52,65,69,0,2,52,58,94,54,0,0,76,87,64,64,60,57,58,74,85,70,34,30,61,79,52,75,31,29,42,38,74,80,28,60
2019-05-24,3,50,32,87,0,89,1,35,18,10,62,69,0,0,47,4,44,9,21,46,100,0,83,46,17,83,76,0,21,64,47,81,69,53,51,0,65,54,26,28,80,66,73,71,31,33,0,34,11,100,0,58,4,91,27,0,32,76,44,69,65,5,59,16,0,43,89,68,85,0,65,53,34,42,0,77,9,88,47,12,56,60,64,38,72,83,94,33,58,28,69,81,21,74,54,71,59,61,64,58,86,77,79,91,46,1,79,14,16,81,54,51,36,50,83,64,2,8,82,30,16,48,74,1,34,44,29,0,10,73,70,84,100,3,34,69,0,5,43,41,81,93,63,66,77,80,77,26,0,22,0,74,7,75,8,85,42,68,1,73,5,77,88,85,29,77,15,7,61,1,76,12,0,25,93,13,38,18,0,75,85,69,86,68,2,28,32,73,40,65,73,74,82,39,66,70,77,6,38,60,67,72,0,0,62,63,100,58,0,0,76,89,63,67,79,71,56,80,88,49,39,30,73,80,63,74,16,20,59,22,77,86,30,57
2019-05-25,3,60,34,93,0,84,0,37,14,17,72,76,0,0,39,6,53,11,23,51,86,1,96,53,12,94,78,0,22,78,60,87,56,85,49,0,73,63,49,68,88,97,26,75,24,42,0,42,3,93,47,54,2,76,24,0,39,94,55,41,73,10,50,18,1,53,82,55,87,0,68,59,31,18,0,74,5,97,30,22,64,48,70,38,76,72,83,18,72,13,52,79,19,100,59,72,71,90,70,50,87,91,75,83,47,3,85,9,23,77,53,79,34,62,84,89,0,4,82,30,14,39,64,0,42,56,24,0,4,71,83,82,89,4,33,55,0,7,28,50,99,53,58,79,70,91,100,21,0,24,0,77,6,75,6,76,37,73,2,74,3,81,77,62,26,71,14,14,77,1,79,13,0,24,100,11,31,40,0,99,81,87,85,75,3,27,28,67,43,72,83,83,66,34,80,71,84,0,43,66,88,66,1,0,36,57,84,71,0,0,78,89,71,68,65,83,49,90,81,57,41,23,92,81,55,91,29,11,29,22,91,83,24,58
2019-05-26,3,55,32,84,0,88,0,33,16,11,69,74,0,0,26,5,50,11,23,54,84,1,80,51,13,91,70,29,25,74,70,89,68,52,52,0,72,63,41,32,84,97,63,87,23,49,1,40,6,80,0,55,2,72,30,0,34,95,67,44,75,8,67,18,0,29,91,55,89,0,56,65,33,29,0,70,10,100,43,9,65,54,76,44,69,56,80,0,66,19,53,72,18,99,59,79,65,84,68,65,90,84,79,91,64,2,79,12,16,58,54,100,47,58,78,73,0,4,88,28,13,29,60,0,45,57,28,0,4,76,65,74,78,3,29,57,0,7,40,51,82,54,62,62,74,92,81,24,1,30,0,77,6,61,4,73,45,73,0,78,2,81,84,56,24,78,14,5,63,2,73,16,1,25,91,17,38,40,0,87,95,50,92,72,4,31,18,73,38,72,80,100,61,40,73,73,90,0,43,67,75,89,0,0,47,50,90,71,0,0,82,93,65,58,82,97,52,86,79,59,39,24,88,84,54,85,19,13,42,22,72,72,20,63
2019-05-27,3,51,30,68,0,80,0,31,14,11,63,64,0,0,11,4,37,9,20,51,77,0,66,48,20,89,70,0,22,64,69,87,80,42,51,0,58,57,30,32,65,81,79,54,18,40,1,32,5,89,41,50,4,70,18,0,35,81,32,38,66,5,37,11,1,38,86,68,82,0,49,55,40,41,0,70,6,62,30,8,56,58,65,38,73,62,80,32,80,16,56,84,19,88,51,82,99,65,64,63,77,71,75,78,63,3,80,13,19,72,48,71,43,44,83,67,0,6,82,23,17,50,69,0,44,55,23,0,6,67,65,50,58,3,30,66,0,6,48,38,72,52,53,65,73,81,74,22,1,28,0,71,8,63,6,60,31,65,1,69,2,75,61,60,23,65,16,8,72,2,68,11,0,23,92,11,41,18,0,63,81,66,84,59,3,27,24,52,33,60,77,70,59,60,64,59,71,0,54,56,68,93,0,0,36,46,81,59,3,0,71,93,43,100,62,31,51,80,85,45,36,29,66,76,60,72,17,6,21,25,77,79,19,58
2019-05-28,3,50,29,67,0,92,0,33,16,8,66,58,0,0,0,5,36,11,20,52,81,1,66,46,18,84,76,0,21,63,67,86,80,63,55,0,56,58,27,27,58,65,78,54,31,43,1,33,10,87,0,51,3,68,20,0,31,74,46,52,62,3,54,14,6,24,94,76,85,0,52,54,36,40,0,78,7,72,34,9,54,63,60,38,82,62,85,8,78,5,71,71,26,82,53,79,76,50,44,50,79,71,82,84,47,2,78,13,23,65,50,62,63,42,79,72,0,4,81,16,19,41,74,0,41,46,32,0,5,67,70,58,65,3,36,70,0,7,44,40,72,75,46,76,63,79,69,24,0,21,0,74,8,74,6,65,31,67,4,76,3,80,72,54,20,78,16,8,55,1,80,8,2,23,98,16,38,68,0,77,100,60,83,58,3,32,28,60,37,64,65,64,58,45,62,62,61,0,67,55,74,75,0,2,54,59,86,53,1,5,84,90,53,87,76,64,57,76,93,46,35,30,69,76,49,76,23,20,38,27,82,81,37,49
2019-05-29,3,55,36,67,0,94,1,34,15,10,66,66,0,0,11,4,47,11,19,47,85,0,71,47,16,81,79,0,22,63,65,85,79,31,56,0,62,55,33,22,50,62,65,60,25,55,1,32,10,87,0,51,3,69,18,3,29,72,46,65,63,9,41,13,8,28,93,85,89,0,40,56,40,25,1,75,11,56,32,14,61,62,60,38,87,60,78,31,79,26,79,71,17,86,53,87,71,52,49,62,85,70,84,86,32,2,82,18,19,71,61,50,36,48,88,68,1,3,89,15,12,57,76,1,39,48,26,0,4,51,66,58,63,4,30,65,0,6,32,41,73,79,49,69,79,78,68,24,0,18,0,71,3,83,6,62,30,69,4,77,3,79,77,51,26,76,16,5,84,1,71,9,1,24,96,17,42,51,0,73,92,60,85,58,3,27,28,78,32,75,70,78,60,63,61,72,77,0,47,56,67,68,0,0,68,46,83,57,0,47,92,92,47,70,65,88,61,78,92,65,36,34,74,83,52,76,19,8,18,22,85,84,29,49
2019-05-30,3,52,36,90,0,97,1,33,13,11,72,67,0,0,34,6,43,10,21,51,84,1,68,49,15,86,71,25,23,64,72,84,69,38,56,0,64,55,38,50,63,73,54,52,35,44,1,34,9,85,0,52,3,70,16,3,37,73,37,77,62,25,53,15,13,42,96,81,93,0,50,56,32,61,1,78,9,59,35,10,60,63,60,38,80,53,82,32,76,0,73,65,38,83,62,86,72,56,66,54,78,66,83,96,41,3,91,19,17,60,52,62,47,50,88,74,2,4,91,16,15,56,86,2,32,54,34,0,6,49,74,69,69,7,36,94,0,5,32,35,87,84,55,70,98,84,89,23,0,26,0,75,6,86,6,58,36,67,1,78,3,86,79,68,24,71,16,4,67,2,77,10,0,22,92,19,42,61,0,73,91,46,90,79,4,27,35,57,28,59,67,69,63,54,60,81,67,12,69,57,69,89,0,0,77,57,80,60,20,54,92,92,56,71,76,69,62,77,89,58,39,30,68,80,48,81,18,11,17,19,76,85,23,53
2019-05-31,3,54,40,99,0,93,1,36,15,14,78,69,0,0,12,6,42,10,21,49,82,1,83,47,22,84,79,26,22,65,75,88,68,49,62,0,62,58,32,57,88,67,69,63,37,46,1,36,8,91,0,59,5,63,13,91,32,78,44,65,69,100,45,15,100,30,89,93,92,0,69,46,28,26,0,73,4,54,44,8,55,76,66,37,77,44,64,33,72,34,78,80,28,77,56,79,69,77,61,78,81,77,79,79,42,2,81,14,21,65,49,79,57,57,89,70,1,3,80,16,11,41,73,2,39,51,25,0,8,67,73,65,57,5,32,93,0,5,37,43,82,85,51,62,96,86,84,24,1,19,0,74,7,67,4,67,100,71,3,75,5,89,90,72,26,83,15,7,54,10,86,11,1,27,96,17,39,72,0,78,82,61,91,78,3,33,27,68,41,67,68,99,60,58,61,81,75,6,50,57,83,95,0,2,47,57,83,64,100,53,92,88,55,62,51,74,57,79,88,44,41,30,80,84,47,81,13,3,24,21,80,84,18,49
2019-06-01,3,57,35,100,37,90,0,37,17,16,73,69,0,0,51,6,38,9,23,49,76,1,56,51,17,90,76,28,22,65,79,86,57,57,57,9,71,58,18,56,69,91,63,63,29,39,1,40,8,77,0,49,2,61,9,87,22,92,36,38,73,96,46,16,66,19,83,66,95,3,60,52,43,34,2,71,9,53,35,15,53,47,76,42,70,46,79,27,68,18,63,79,20,68,61,74,68,81,57,61,81,95,76,82,50,3,73,12,24,57,54,97,35,70,85,79,2,3,87,18,18,52,67,1,38,47,29,0,8,66,70,60,60,4,42,76,0,6,20,40,96,53,54,60,92,91,99,24,1,24,0,75,4,68,7,78,38,71,1,74,3,83,89,65,19,66,14,11,72,6,84,8,1,22,98,13,44,49,0,98,86,58,88,80,3,27,25,80,33,66,88,76,54,51,76,85,79,0,72,64,68,66,1,0,57,53,75,68,53,100,78,88,72,53,73,63,48,86,79,55,40,22,86,85,45,78,19,5,26,19,80,66,21,72
2019-06-02,3,56,34,96,0,96,0,41,14,11,77,78,0,0,13,8,43,8,24,57,82,1,93,54,18,93,69,0,25,77,87,96,66,64,57,9,68,60,42,36,72,93,72,76,26,31,0,40,4,86,0,58,4,75,20,76,29,91,47,48,77,82,53,14,47,23,92,66,92,0,52,60,37,11,0,77,6,48,30,12,64,81,76,44,82,50,78,62,70,30,51,79,16,73,65,81,75,84,57,71,83,78,81,84,33,2,82,12,16,46,56,81,49,70,83,83,0,5,95,19,16,43,66,1,38,66,30,0,4,71,72,76,59,5,39,70,0,8,40,40,85,55,57,68,81,96,90,23,0,32,0,80,6,77,5,55,45,80,0,84,3,87,76,77,29,56,15,9,100,8,87,10,0,24,88,13,43,69,97,75,92,73,90,85,3,36,25,58,33,74,80,73,59,64,90,89,90,0,42,67,67,77,2,0,55,51,80,69,37,66,81,97,52,57,79,49,55,92,76,58,40,24,85,89,55,73,12,7,27,21,91,79,15,48
2019-06-03,3,47,30,77,32,91,1,27,16,10,64,57,0,0,33,9,39,9,21,46,87,1,56,47,13,79,70,0,20,61,82,89,86,37,57,15,58,54,27,49,55,62,74,55,29,41,0,33,4,83,0,43,1,65,20,73,39,73,26,58,66,53,49,15,40,16,92,77,92,3,47,50,28,15,0,73,6,51,37,11,56,70,56,37,85,48,80,8,81,11,72,75,12,79,53,81,67,45,54,52,73,63,80,64,61,2,82,14,25,59,53,62,42,52,82,72,2,5,85,13,16,55,91,2,40,46,23,0,2,40,64,61,54,3,24,81,0,6,28,43,72,74,44,74,85,78,73,22,0,27,0,74,6,71,6,58,41,63,1,80,2,79,85,76,29,72,16,0,62,5,81,9,2,22,92,15,32,25,0,70,84,52,82,64,3,32,30,50,36,59,64,70,54,73,42,65,66,0,15,52,68,48,8,11,58,61,83,59,22,59,90,89,47,63,46,48,55,75,85,56,36,26,69,80,57,71,15,6,15,6,79,81,17,55
2019-06-04,2,47,36,72,0,91,0,27,15,11,63,68,0,0,33,6,39,10,20,45,88,1,54,47,13,81,72,0,21,60,78,89,77,48,56,0,56,56,20,40,60,58,75,61,24,46,0,33,7,83,40,45,3,63,18,71,39,72,36,50,66,46,49,12,30,12,93,81,90,0,39,49,33,75,0,74,10,48,42,9,53,66,59,34,80,41,81,23,89,5,72,73,13,81,53,78,76,48,72,61,71,69,81,81,40,2,84,17,19,60,50,54,67,49,92,67,1,5,90,12,19,31,84,2,35,53,33,0,5,51,73,64,46,3,31,83,0,6,43,43,72,77,46,69,87,79,71,24,1,27,0,87,8,65,8,57,44,68,0,78,5,84,86,52,29,67,17,16,75,5,76,13,1,24,94,14,34,51,0,79,79,35,84,63,2,46,36,69,40,60,65,82,53,24,57,61,67,0,21,55,63,63,64,6,53,58,85,45,12,32,74,87,45,65,65,76,54,77,81,63,33,25,71,86,65,69,17,8,23,13,85,84,21,35
2019-06-05,3,48,28,74,0,90,1,25,11,16,64,65,0,0,100,11,35,10,21,48,81,1,70,47,17,87,71,25,21,63,68,86,77,43,52,0,54,56,25,22,68,62,61,63,22,40,1,33,5,81,0,44,4,69,25,59,29,72,21,47,62,48,43,14,28,20,91,78,90,0,39,56,35,60,1,71,9,50,41,26,59,56,61,33,86,47,76,16,76,11,73,64,12,78,55,73,76,44,64,58,74,78,78,80,33,3,79,14,18,64,52,71,33,50,92,65,1,8,80,12,13,56,87,2,37,48,33,0,11,49,69,65,54,3,33,80,0,5,44,38,72,76,44,66,78,80,70,24,1,18,0,77,5,72,6,55,38,66,1,77,4,81,72,49,24,70,23,7,61,4,62,8,1,22,95,14,36,43,0,67,82,41,79,64,2,35,24,65,40,64,68,71,57,40,48,77,67,6,31,53,86,74,100,5,56,49,84,43,6,50,81,92,53,65,63,58,58,75,82,40,34,29,77,79,54,77,17,5,15,14,75,83,21,28
2019-06-06,2,49,32,79,0,90,2,23,15,10,66,65,0,0,0,11,36,8,21,49,79,1,67,47,25,87,69,0,21,61,75,88,77,91,59,0,60,59,35,45,49,60,61,100,25,36,1,32,10,81,0,44,3,68,10,61,42,73,47,54,63,49,36,12,23,49,88,80,83,3,62,61,36,30,0,72,11,50,36,11,57,59,63,33,75,41,62,86,76,21,72,77,19,76,54,79,77,53,71,66,75,60,79,91,51,3,84,16,8,52,54,67,31,50,93,70,2,5,79,12,15,50,81,1,33,51,28,0,4,46,60,62,54,4,27,82,0,6,44,47,73,73,46,68,81,81,74,23,1,16,0,72,7,82,7,56,55,69,1,79,5,74,89,67,24,69,40,12,70,5,72,14,0,25,94,17,37,43,0,62,79,60,81,66,2,31,32,57,100,63,63,60,56,21,80,100,67,0,21,55,87,96,49,3,56,47,80,45,5,47,89,85,49,71,50,67,56,77,85,50,34,30,71,80,51,71,19,8,12,8,84,85,17,63
2019-06-07,3,52,34,80,0,94,17,24,14,12,75,79,0,0,46,21,42,10,21,49,81,0,75,48,23,88,100,0,19,63,79,89,73,91,54,0,60,61,34,33,59,68,62,86,26,91,0,37,9,85,0,49,3,70,19,59,31,78,65,55,65,52,49,19,22,38,88,74,88,3,77,50,39,78,0,74,6,52,33,15,60,50,65,43,83,45,70,81,73,6,67,79,15,74,58,79,73,73,64,67,82,72,78,70,23,2,91,15,21,68,65,70,42,62,91,65,1,3,87,14,16,48,71,1,27,49,30,0,8,52,76,63,53,4,29,73,0,5,37,41,86,72,48,78,84,86,84,21,1,23,0,69,5,69,6,73,44,74,0,75,3,81,92,92,26,81,16,46,81,5,85,12,4,21,97,18,42,45,0,76,77,40,79,72,3,30,31,71,29,66,69,74,56,28,78,65,65,100,27,59,100,85,42,100,77,49,75,48,11,47,84,92,52,64,58,51,55,79,87,79,41,29,76,84,49,82,17,5,21,5,79,84,31,41
2019-06-08,3,60,36,94,38,91,100,32,15,15,74,91,0,0,0,29,44,9,24,59,84,0,74,54,26,96,84,29,22,74,97,94,57,84,57,0,72,63,37,78,62,93,73,80,25,67,1,40,3,88,47,48,0,61,15,73,30,94,78,54,75,47,55,19,28,47,88,62,88,0,75,56,40,29,0,73,6,50,32,14,63,80,74,41,82,37,74,63,65,43,57,73,18,73,64,80,85,92,69,68,89,89,79,82,46,3,87,13,24,58,53,92,36,69,89,85,1,5,89,17,19,50,66,1,41,50,26,0,8,57,73,72,63,3,44,66,0,5,31,43,95,56,54,68,87,95,98,19,1,26,0,72,6,65,3,60,42,80,2,86,2,88,89,100,29,67,15,38,79,4,82,11,0,20,90,9,46,30,0,87,87,74,87,78,4,32,32,71,37,74,76,89,64,25,69,83,84,49,30,67,84,84,31,56,50,41,72,62,6,29,83,89,65,61,63,57,50,89,86,59,43,26,87,92,52,92,14,5,22,16,82,79,30,49
2019-06-09,4,57,38,88,0,88,49,28,16,11,80,76,0,0,26,30,86,9,24,60,90,1,68,52,30,97,80,29,24,70,92,94,63,69,55,9,62,62,32,10,62,96,57,75,19,58,0,39,6,84,0,51,3,69,24,67,30,89,42,67,74,46,63,16,23,43,96,70,89,0,69,66,49,46,0,76,7,41,34,14,66,81,78,41,92,34,70,27,79,0,54,80,19,80,63,78,80,79,52,71,80,80,80,88,46,3,92,16,30,78,53,68,45,65,82,77,1,5,92,21,19,53,82,2,42,49,29,0,4,64,72,67,60,3,35,68,0,6,31,48,83,53,56,69,81,99,86,24,1,27,0,78,9,67,3,78,51,81,0,100,3,85,81,91,31,67,15,33,87,5,73,17,1,21,88,15,41,70,0,79,93,68,85,82,4,32,27,56,37,86,78,92,63,40,62,65,79,35,42,67,87,67,26,23,52,51,73,52,7,20,72,96,59,59,82,60,53,88,81,68,40,23,85,88,48,84,16,0,11,16,91,71,18,76
2019-06-10,3,52,33,71,0,91,35,24,13,12,69,64,0,0,34,36,49,8,21,52,84,1,52,48,18,85,69,25,21,64,86,86,82,50,58,8,51,54,28,49,67,72,71,55,25,56,0,33,7,84,0,39,3,67,23,66,36,75,36,62,66,46,35,16,20,37,95,84,88,0,72,49,39,40,0,83,7,54,37,10,54,68,62,36,85,35,79,39,83,11,67,67,14,84,55,84,86,50,53,46,79,62,81,80,47,3,74,13,23,59,52,65,50,51,83,78,2,4,86,15,18,52,98,2,39,51,26,0,6,58,71,48,51,3,33,81,0,6,35,41,71,66,50,77,78,83,66,22,0,18,0,72,7,71,5,39,43,69,3,80,4,80,82,76,28,65,16,27,80,4,75,8,0,17,88,18,37,52,0,67,82,49,85,62,4,34,32,60,53,79,75,74,59,35,68,66,72,30,42,57,84,74,23,26,51,50,72,45,3,33,87,89,46,69,55,46,56,77,94,44,35,30,67,86,49,77,19,2,12,5,75,75,24,33
2019-06-11,3,52,30,67,0,88,27,23,15,13,67,72,0,0,22,28,35,8,21,49,82,1,56,47,17,81,70,24,19,58,80,86,79,44,59,7,54,52,22,48,62,61,73,66,13,50,1,29,12,84,0,44,5,63,17,62,47,69,20,65,63,55,50,16,22,48,93,82,85,0,70,47,44,34,0,73,6,42,35,14,54,60,61,37,88,35,71,23,72,16,70,71,15,79,55,81,76,46,53,56,72,67,81,66,32,2,74,15,19,56,49,57,41,46,88,73,0,3,83,15,17,69,77,1,38,48,26,0,5,46,57,52,47,4,34,80,0,6,30,36,71,67,47,68,81,80,69,19,0,23,0,69,7,75,5,50,28,65,0,77,3,80,86,72,28,69,15,20,78,4,79,14,1,19,90,14,41,59,0,54,81,44,77,64,3,31,23,58,43,62,63,62,59,46,59,63,59,29,46,56,83,67,22,18,72,51,69,49,3,17,84,88,43,71,61,45,55,76,92,47,34,27,63,79,46,76,13,5,12,7,79,80,20,50
2019-06-12,3,52,30,67,0,90,29,31,17,10,73,69,0,0,0,32,38,10,21,50,80,1,52,46,23,86,79,75,20,62,81,87,81,51,54,0,53,54,42,54,62,58,74,53,23,64,0,38,11,89,40,50,3,71,23,62,40,75,21,65,65,52,49,18,21,50,94,86,86,3,59,47,37,35,1,84,10,41,29,15,54,58,62,38,80,25,73,39,77,5,69,64,12,76,57,78,74,46,50,67,80,62,86,73,44,2,84,13,20,53,53,65,33,49,95,66,3,7,85,16,20,49,87,1,33,48,29,0,9,52,59,62,56,4,38,80,0,16,36,42,71,67,50,79,89,83,68,20,1,21,0,71,5,75,5,54,37,68,0,74,5,83,76,92,37,63,16,25,95,4,85,11,1,23,95,15,35,61,0,79,82,43,81,61,2,32,22,60,46,73,72,62,56,56,55,67,56,42,32,58,76,86,18,22,74,41,68,51,3,23,85,94,35,66,67,62,56,79,94,45,34,31,67,77,53,83,19,6,17,14,88,82,11,54
2019-06-13,3,50,28,68,0,88,22,25,15,9,63,75,0,4,11,35,38,7,23,51,78,1,52,47,22,87,73,49,21,64,79,86,81,76,58,7,54,59,15,58,57,55,41,75,20,83,1,46,10,91,0,41,1,67,15,49,30,73,52,62,63,53,53,17,19,37,91,86,87,0,55,54,43,5,0,78,8,48,27,20,49,67,66,38,90,26,78,8,68,21,60,70,24,73,56,84,68,47,71,76,75,67,80,74,40,3,77,15,19,60,54,48,36,54,91,55,2,4,89,14,17,51,83,1,38,48,29,0,5,44,58,54,55,4,26,80,0,16,29,35,71,66,46,65,91,83,74,20,0,32,0,65,8,68,7,45,30,67,1,72,1,75,69,84,100,72,15,13,60,3,85,10,1,20,90,15,36,43,0,71,80,68,86,69,2,27,24,59,44,66,79,71,65,53,56,60,66,36,47,57,69,79,17,22,64,47,66,50,1,15,92,92,44,66,73,70,53,79,93,29,33,27,73,79,45,75,12,2,17,10,75,85,18,56
2019-06-14,3,51,31,78,0,89,23,28,17,13,67,68,49,96,0,42,37,10,27,50,74,1,65,47,17,86,67,0,20,64,86,84,67,39,55,0,52,57,31,54,46,63,64,70,14,70,0,53,11,85,0,46,3,60,26,66,30,77,42,54,65,39,45,22,18,50,87,77,83,0,52,52,48,46,2,84,8,51,31,11,50,59,64,40,85,33,68,71,67,5,58,63,13,76,58,73,65,71,62,61,77,71,77,72,66,3,80,13,21,51,49,68,39,58,90,72,3,1,82,15,10,49,75,0,33,53,27,0,13,39,64,71,49,4,32,67,0,12,23,44,74,64,50,66,79,86,77,16,1,23,0,65,8,53,6,52,43,67,4,71,3,79,89,84,59,62,16,12,69,3,80,10,0,18,94,12,37,35,0,72,81,35,80,69,50,29,41,78,32,84,100,70,54,40,77,68,59,24,48,58,80,71,13,20,58,42,79,47,4,18,72,85,50,60,91,62,50,78,90,47,36,25,75,79,60,76,7,2,19,9,74,86,13,31
2019-06-15,4,58,34,87,0,85,24,29,17,11,72,76,100,41,0,47,48,10,26,55,79,1,73,49,23,96,80,0,22,67,96,90,55,81,63,0,63,61,33,82,52,92,72,83,13,80,1,69,3,80,0,51,3,55,17,68,21,93,47,37,73,51,42,23,18,66,87,61,85,0,74,63,60,23,1,86,8,61,29,15,68,77,75,53,76,41,68,9,71,30,55,75,15,68,68,80,72,87,72,72,80,81,76,66,71,1,90,13,23,84,53,72,46,67,89,71,1,6,87,16,16,39,67,2,29,59,34,0,6,47,80,68,55,4,30,59,0,8,29,48,88,54,52,83,82,94,92,20,1,31,0,73,8,73,5,72,54,71,0,76,3,94,89,78,42,44,14,19,78,4,72,13,0,18,89,12,49,59,0,71,93,24,85,85,100,31,84,69,53,100,96,76,64,39,72,77,58,21,48,75,85,74,15,14,48,45,70,55,2,26,69,91,45,57,82,53,47,86,85,53,38,22,86,88,55,84,16,7,11,15,81,76,15,48
