,Date,Title,Artist,Image,PeakPos,LastPos,Weeks,Rank,IsNew
6482,28/03/2017,Kill A Word,Eric Church Featuring Rhiannon Giddens,,71,88,14,83,FALSE
6483,28/03/2017,The Weekend,Brantley Gilbert,,69,87,11,84,FALSE
6484,28/03/2017,Dive,Ed Sheeran,,49,49,2,85,FALSE
6485,28/03/2017,Sober Saturday Night,Chris Young Featuring Vince Gill,,47,82,11,86,FALSE
6486,28/03/2017,The Fighter,Keith Urban Featuring Carrie Underwood,,53,92,6,87,FALSE
6487,28/03/2017,Black,Dierks Bentley,,88,0,7,88,FALSE
6488,28/03/2017,Today,Brad Paisley,,67,74,11,89,FALSE
6489,28/03/2017,Selfish,PnB Rock,,51,94,19,90,FALSE
6490,28/03/2017,Yeah Boy,Kelsea Ballerini,,91,98,5,91,FALSE
6491,28/03/2017,You're Welcome,Dwayne Johnson,,65,0,9,92,FALSE
6492,28/03/2017,Good Drank,2 Chainz x Gucci Mane x Quavo,,92,0,2,93,FALSE
6493,28/03/2017,Happier,Ed Sheeran,,59,59,2,94,FALSE
6494,28/03/2017,Prblms,6LACK,,95,0,1,95,TRUE
6495,28/03/2017,Comin Out Strong,Future Featuring The Weeknd,,48,81,3,96,FALSE
6496,28/03/2017,Chantaje,Shakira Featuring Maluma,,51,97,18,97,FALSE
6497,28/03/2017,El Amante,Nicky Jam,,98,0,5,98,FALSE
6498,28/03/2017,Slippery,Migos Featuring Gucci Mane,,48,0,6,99,FALSE
6499,28/03/2017,Scared To Be Lonely,Martin Garrix & Dua Lipa,,88,0,3,100,FALSE
6500,04/04/2017,Shape Of You,Ed Sheeran,,1,1,11,1,FALSE
6501,04/04/2017,That's What I Like,Bruno Mars,,2,2,10,2,FALSE
6502,04/04/2017,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,,2,4,15,3,FALSE
6503,04/04/2017,Bad And Boujee,Migos Featuring Lil Uzi Vert,,1,3,19,4,FALSE
6504,04/04/2017,I Feel It Coming,The Weeknd Featuring Daft Punk,,5,5,18,5,FALSE
6505,04/04/2017,Tunnel Vision,Kodak Black,,6,6,5,6,FALSE
6506,04/04/2017,Something Just Like This,The Chainsmokers & Coldplay,,5,8,5,7,FALSE
6507,04/04/2017,Passionfruit,Drake,,8,0,1,8,TRUE
6508,04/04/2017,Portland,Drake Featuring Quavo & Travis Scott,,9,0,1,9,TRUE
6509,04/04/2017,Paris,The Chainsmokers,,6,9,10,10,FALSE
6510,04/04/2017,Love On The Brain,Rihanna,,5,7,23,11,FALSE
6511,04/04/2017,iSpy,KYLE Featuring Lil Yachty,,10,10,13,12,FALSE
6512,04/04/2017,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,9,12,16,13,FALSE
6513,04/04/2017,Bounce Back,Big Sean,,6,11,20,14,FALSE
6514,04/04/2017,Fake Love,Drake,,8,31,22,15,FALSE
6515,04/04/2017,Body Like A Back Road,Sam Hunt,,16,18,8,16,FALSE
6516,04/04/2017,Closer,The Chainsmokers Featuring Halsey,,1,13,34,17,FALSE
6517,04/04/2017,Free Smoke,Drake,,18,0,1,18,TRUE
6518,04/04/2017,Chained To The Rhythm,Katy Perry Featuring Skip Marley,,4,15,6,19,FALSE
6519,04/04/2017,It Ain't Me,Kygo x Selena Gomez,,12,17,6,20,FALSE
6520,04/04/2017,Stay,Zedd & Alessia Cara,,21,27,4,21,FALSE
6521,04/04/2017,Say You Won't Let Go,James Arthur,,21,21,22,22,FALSE
6522,04/04/2017,Mercy,Shawn Mendes,,15,20,27,23,FALSE
6523,04/04/2017,Mask Off,Future,,19,19,5,24,FALSE
6524,04/04/2017,T-Shirt,Migos,,19,26,10,25,FALSE
6525,04/04/2017,Issues,Julia Michaels,,24,24,9,26,FALSE
6526,04/04/2017,24K Magic,Bruno Mars,,4,22,24,27,FALSE
6527,04/04/2017,Down,Marian Hill,,21,23,10,28,FALSE
6528,04/04/2017,Gyalchester,Drake,,29,0,1,29,TRUE
6529,04/04/2017,Congratulations,Post Malone Featuring Quavo,,30,32,13,30,FALSE
6530,04/04/2017,Cold,Maroon 5 Featuring Future,,16,16,6,31,FALSE
6531,04/04/2017,Location,Khalid,,32,35,11,32,FALSE
6532,04/04/2017,Can't Stop The Feeling!,Justin Timberlake,,1,28,46,33,FALSE
6533,04/04/2017,Scars To Your Beautiful,Alessia Cara,,8,25,30,34,FALSE
6534,04/04/2017,Teenage Fever,Drake,,35,0,1,35,TRUE
6535,04/04/2017,Sacrifices,Drake Featuring 2 Chainz & Young Thug,,36,0,1,36,TRUE
6536,04/04/2017,Starboy,The Weeknd Featuring Daft Punk,,1,30,27,37,FALSE
6537,04/04/2017,Blem,Drake,,38,0,1,38,TRUE
6538,04/04/2017,Bad Things,Machine Gun Kelly x Camila Cabello,,4,29,21,39,FALSE
6539,04/04/2017,No Long Talk,Drake Featuring Giggs,,40,0,1,40,TRUE
6540,04/04/2017,Swang,Rae Sremmurd,,33,33,14,41,FALSE
6541,04/04/2017,Rolex,Ayo & Teo,,34,34,6,42,FALSE
6542,04/04/2017,Dirt On My Boots,Jon Pardi,,37,37,16,43,FALSE
6543,04/04/2017,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,,6,36,24,44,FALSE
6544,04/04/2017,Get It Together,Drake Featuring Jorja Smith & Black Coffee,,45,0,1,45,TRUE
6545,04/04/2017,Million Reasons,Lady Gaga,,4,38,18,46,FALSE
6546,04/04/2017,Let Me Love You,DJ Snake Featuring Justin Bieber,,4,41,33,47,FALSE
6547,04/04/2017,KMT,Drake Featuring Giggs,,48,0,1,48,TRUE
6548,04/04/2017,Jorja Interlude,Drake,,49,0,1,49,TRUE
6549,04/04/2017,4422,Drake Featuring Sampha,,50,0,1,50,TRUE
6550,04/04/2017,Madiba Riddim,Drake,,51,0,1,51,TRUE
6551,04/04/2017,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,52,53,10,52,FALSE
6552,04/04/2017,Water Under The Bridge,Adele,,26,43,20,53,FALSE
6553,04/04/2017,Glow,Drake Featuring Kanye West,,54,0,1,54,TRUE
6554,04/04/2017,Slide,Calvin Harris Featuring Frank Ocean & Migos,,34,48,4,55,FALSE
6555,04/04/2017,Party,Chris Brown Featuring Usher & Gucci Mane,,40,44,14,56,FALSE
6556,04/04/2017,Believer,Imagine Dragons,,41,42,7,57,FALSE
6557,04/04/2017,Both,Gucci Mane Featuring Drake,,41,51,14,58,FALSE
6558,04/04/2017,Goosebumps,Travis Scott,,50,50,20,59,FALSE
6559,04/04/2017,Do Not Disturb,Drake,,60,0,1,60,TRUE
6560,04/04/2017,Nothings Into Somethings,Drake,,61,0,1,61,TRUE
6561,04/04/2017,Ice Melts,Drake Featuring Young Thug,,62,0,1,62,TRUE
6562,04/04/2017,How Far I'll Go,Auli'i Cravalho,,41,46,15,63,FALSE
6563,04/04/2017,Lose You,Drake,,64,0,1,64,TRUE
6564,04/04/2017,Green Light,Lorde,,19,39,4,65,FALSE
6565,04/04/2017,Look At Me!,XXXTENTACION,,61,65,7,66,FALSE
6566,04/04/2017,In Case You Didn't Know,Brett Young,,67,68,7,67,FALSE
6567,04/04/2017,Hurricane,Luke Combs,,66,66,6,68,FALSE
6568,04/04/2017,Fast,Luke Bryan,,64,64,9,69,FALSE
6569,04/04/2017,Since Way Back,Drake Featuring PARTYNEXTDOOR,,70,0,1,70,TRUE
6570,04/04/2017,Redbone,Childish Gambino,,48,56,16,71,FALSE
6571,04/04/2017,Castle On The Hill,Ed Sheeran,,6,52,11,72,FALSE
6572,04/04/2017,Make Me (Cry),Noah Cyrus Featuring Labrinth,,46,47,15,73,FALSE
6573,04/04/2017,Any Ol' Barstool,Jason Aldean,,70,70,9,74,FALSE
6574,04/04/2017,Everyday,Ariana Grande Featuring Future,,55,55,6,75,FALSE
6575,04/04/2017,Skepta Interlude,Drake,,76,0,1,76,TRUE
6576,04/04/2017,Play That Song,Train,,41,58,17,77,FALSE
6577,04/04/2017,The Fighter,Keith Urban Featuring Carrie Underwood,,53,87,7,78,FALSE
6578,04/04/2017,Heavy,Linkin Park Featuring Kiiara,,52,69,5,79,FALSE
6579,04/04/2017,Deja Vu,J. Cole,,7,57,15,80,FALSE
6580,04/04/2017,Think A Little Less,Michael Ray,,54,54,13,81,FALSE
6581,04/04/2017,Can't Have Everything,Drake,,82,0,1,82,TRUE
6582,04/04/2017,Moves,Big Sean,,38,73,13,83,FALSE
6583,04/04/2017,No Frauds,"Nicki Minaj, Drake & Lil Wayne",,14,14,2,84,FALSE
6584,04/04/2017,Selfish,Future Featuring Rihanna,,37,59,4,85,FALSE
6585,04/04/2017,Shining,DJ Khaled Featuring Beyonce & JAY Z,,57,67,6,86,FALSE
6586,04/04/2017,Road Less Traveled,Lauren Alaina,,80,80,9,87,FALSE
6587,04/04/2017,At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,,88,0,1,88,TRUE
6588,04/04/2017,Galway Girl,Ed Sheeran,,53,63,3,89,FALSE
6589,04/04/2017,Call On Me,Starley,,70,75,12,90,FALSE
6590,04/04/2017,Losin Control,Russ,,79,79,4,91,FALSE
6591,04/04/2017,Hometown Girl,Josh Turner,,81,81,4,92,FALSE
6592,04/04/2017,The Weekend,Brantley Gilbert,,69,84,12,93,FALSE
6593,04/04/2017,Perfect,Ed Sheeran,,37,60,3,94,FALSE
6594,04/04/2017,Draco,Future,,46,74,5,95,FALSE
6595,04/04/2017,Kill A Word,Eric Church Featuring Rhiannon Giddens,,71,83,15,96,FALSE
6596,04/04/2017,Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,,97,0,1,97,TRUE
6597,04/04/2017,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,,98,0,1,98,TRUE
6598,04/04/2017,Party Monster,The Weeknd,,16,77,18,99,FALSE
6599,04/04/2017,How Far I'll Go,Alessia Cara,,56,76,16,100,FALSE
6600,11/04/2017,Shape Of You,Ed Sheeran,,1,1,12,1,FALSE
6601,11/04/2017,That's What I Like,Bruno Mars,,2,2,11,2,FALSE
6602,11/04/2017,Something Just Like This,The Chainsmokers & Coldplay,,3,7,6,3,FALSE
6603,11/04/2017,I Feel It Coming,The Weeknd Featuring Daft Punk,,4,5,19,4,FALSE
6604,11/04/2017,iSpy,KYLE Featuring Lil Yachty,,5,12,14,5,FALSE
6605,11/04/2017,Bad And Boujee,Migos Featuring Lil Uzi Vert,,1,4,20,6,FALSE
6606,11/04/2017,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,,2,3,16,7,FALSE
6607,11/04/2017,Tunnel Vision,Kodak Black,,6,6,6,8,FALSE
6608,11/04/2017,Paris,The Chainsmokers,,6,10,11,9,FALSE
6609,11/04/2017,Passionfruit,Drake,,8,8,2,10,FALSE
6610,11/04/2017,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,9,13,17,11,FALSE
6611,11/04/2017,Body Like A Back Road,Sam Hunt,,12,16,9,12,FALSE
6612,11/04/2017,Chained To The Rhythm,Katy Perry Featuring Skip Marley,,4,19,7,13,FALSE
6613,11/04/2017,Love On The Brain,Rihanna,,5,11,24,14,FALSE
6614,11/04/2017,It Ain't Me,Kygo x Selena Gomez,,12,20,7,15,FALSE
6615,11/04/2017,Bounce Back,Big Sean,,6,14,21,16,FALSE
6616,11/04/2017,Stay,Zedd & Alessia Cara,,17,21,5,17,FALSE
6617,11/04/2017,Mask Off,Future,,18,24,6,18,FALSE
6618,11/04/2017,Say You Won't Let Go,James Arthur,,19,22,23,19,FALSE
6619,11/04/2017,Closer,The Chainsmokers Featuring Halsey,,1,17,35,20,FALSE
6620,11/04/2017,Portland,Drake Featuring Quavo & Travis Scott,,9,9,2,21,FALSE
6621,11/04/2017,The Heart Part 4,Kendrick Lamar,,22,0,1,22,TRUE
6622,11/04/2017,Issues,Julia Michaels,,23,26,10,23,FALSE
6623,11/04/2017,Location,Khalid,,24,32,12,24,FALSE
6624,11/04/2017,T-Shirt,Migos,,19,25,11,25,FALSE
6625,11/04/2017,Mercy,Shawn Mendes,,15,23,28,26,FALSE
6626,11/04/2017,Fake Love,Drake,,8,15,23,27,FALSE
6627,11/04/2017,Congratulations,Post Malone Featuring Quavo,,28,30,14,28,FALSE
6628,11/04/2017,24K Magic,Bruno Mars,,4,27,25,29,FALSE
6629,11/04/2017,Cold,Maroon 5 Featuring Future,,16,31,7,30,FALSE
6630,11/04/2017,Can't Stop The Feeling!,Justin Timberlake,,1,33,47,31,FALSE
6631,11/04/2017,Scars To Your Beautiful,Alessia Cara,,8,34,31,32,FALSE
6632,11/04/2017,Down,Marian Hill,,21,28,11,33,FALSE
6633,11/04/2017,Swang,Rae Sremmurd,,33,41,15,34,FALSE
6634,11/04/2017,Starboy,The Weeknd Featuring Daft Punk,,1,37,28,35,FALSE
6635,11/04/2017,Rolex,Ayo & Teo,,34,42,7,36,FALSE
6636,11/04/2017,Million Reasons,Lady Gaga,,4,46,19,37,FALSE
6637,11/04/2017,Dirt On My Boots,Jon Pardi,,37,43,17,38,FALSE
6638,11/04/2017,Bad Things,Machine Gun Kelly x Camila Cabello,,4,39,22,39,FALSE
6639,11/04/2017,Free Smoke,Drake,,18,18,2,40,FALSE
6640,11/04/2017,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,,6,44,25,41,FALSE
6641,11/04/2017,Look At Me!,XXXTENTACION,,42,66,8,42,FALSE
6642,11/04/2017,Gyalchester,Drake,,29,29,2,43,FALSE
6643,11/04/2017,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,44,52,11,44,FALSE
6644,11/04/2017,Slide,Calvin Harris Featuring Frank Ocean & Migos,,34,55,5,45,FALSE
6645,11/04/2017,Water Under The Bridge,Adele,,26,53,21,46,FALSE
6646,11/04/2017,Party,Chris Brown Featuring Usher & Gucci Mane,,40,56,15,47,FALSE
6647,11/04/2017,Blem,Drake,,38,38,2,48,FALSE
6648,11/04/2017,XO TOUR Llif3,Lil Uzi Vert,,49,0,1,49,TRUE
6649,11/04/2017,Both,Gucci Mane Featuring Drake,,41,58,15,50,FALSE
6650,11/04/2017,In Case You Didn't Know,Brett Young,,51,67,8,51,FALSE
6651,11/04/2017,Believer,Imagine Dragons,,41,57,8,52,FALSE
6652,11/04/2017,Teenage Fever,Drake,,35,35,2,53,FALSE
6653,11/04/2017,Redbone,Childish Gambino,,48,71,17,54,FALSE
6654,11/04/2017,Hurricane,Luke Combs,,55,68,7,55,FALSE
6655,11/04/2017,Sacrifices,Drake Featuring 2 Chainz & Young Thug,,36,36,2,56,FALSE
6656,11/04/2017,Heavy,Linkin Park Featuring Kiiara,,52,79,6,57,FALSE
6657,11/04/2017,How Far I'll Go,Auli'i Cravalho,,41,63,16,58,FALSE
6658,11/04/2017,Green Light,Lorde,,19,65,5,59,FALSE
6659,11/04/2017,Fast,Luke Bryan,,60,69,10,60,FALSE
6660,11/04/2017,Speak To A Girl,Tim McGraw & Faith Hill,,61,0,1,61,TRUE
6661,11/04/2017,Any Ol' Barstool,Jason Aldean,,62,74,10,62,FALSE
6662,11/04/2017,Castle On The Hill,Ed Sheeran,,6,72,12,63,FALSE
6663,11/04/2017,Shining,DJ Khaled Featuring Beyonce & JAY Z,,57,86,7,64,FALSE
6664,11/04/2017,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,,65,98,2,65,FALSE
6665,11/04/2017,Still Got Time,Zayn Featuring PARTYNEXTDOOR,,66,0,1,66,TRUE
6666,11/04/2017,Play That Song,Train,,41,77,18,67,FALSE
6667,11/04/2017,Get It Together,Drake Featuring Jorja Smith & Black Coffee,,45,45,2,68,FALSE
6668,11/04/2017,Road Less Traveled,Lauren Alaina,,69,87,10,69,FALSE
6669,11/04/2017,Deja Vu,J. Cole,,7,80,16,70,FALSE
6670,11/04/2017,Moves,Big Sean,,38,83,14,71,FALSE
6671,11/04/2017,Hometown Girl,Josh Turner,,72,92,5,72,FALSE
6672,11/04/2017,Selfish,Future Featuring Rihanna,,37,85,5,73,FALSE
6673,11/04/2017,The Fighter,Keith Urban Featuring Carrie Underwood,,53,78,8,74,FALSE
6674,11/04/2017,No Frauds,"Nicki Minaj, Drake & Lil Wayne",,14,84,3,75,FALSE
6675,11/04/2017,No Long Talk,Drake Featuring Giggs,,40,40,2,76,FALSE
6676,11/04/2017,Losin Control,Russ,,77,91,5,77,FALSE
6677,11/04/2017,Think A Little Less,Michael Ray,,54,81,14,78,FALSE
6678,11/04/2017,KMT,Drake Featuring Giggs,,48,48,2,79,FALSE
6679,11/04/2017,Call On Me,Starley,,70,90,13,80,FALSE
6680,11/04/2017,The Weekend,Brantley Gilbert,,69,93,13,81,FALSE
6681,11/04/2017,4422,Drake Featuring Sampha,,50,50,2,82,FALSE
6682,11/04/2017,Jorja Interlude,Drake,,49,49,2,83,FALSE
6683,11/04/2017,Madiba Riddim,Drake,,51,51,2,84,FALSE
6684,11/04/2017,Ice Melts,Drake Featuring Young Thug,,62,62,2,85,FALSE
6685,11/04/2017,Do Not Disturb,Drake,,60,60,2,86,FALSE
6686,11/04/2017,Black,Dierks Bentley,,87,0,8,87,FALSE
6687,11/04/2017,Yeah Boy,Kelsea Ballerini,,88,0,6,88,FALSE
6688,11/04/2017,Glow,Drake Featuring Kanye West,,54,54,2,89,FALSE
6689,11/04/2017,Draco,Future,,46,95,6,90,FALSE
6690,11/04/2017,How Far I'll Go,Alessia Cara,,56,100,17,91,FALSE
6691,11/04/2017,Scared To Be Lonely,Martin Garrix & Dua Lipa,,88,0,4,92,FALSE
6692,11/04/2017,Galway Girl,Ed Sheeran,,53,89,4,93,FALSE
6693,11/04/2017,Everyday,Ariana Grande Featuring Future,,55,75,7,94,FALSE
6694,11/04/2017,Good Drank,2 Chainz x Gucci Mane x Quavo,,92,0,3,95,FALSE
6695,11/04/2017,Prblms,6LACK,,95,0,2,96,FALSE
6696,11/04/2017,Can't Have Everything,Drake,,82,82,2,97,FALSE
6697,11/04/2017,Party Monster,The Weeknd,,16,99,19,98,FALSE
6698,11/04/2017,Nothings Into Somethings,Drake,,61,61,2,99,FALSE
6699,11/04/2017,You're Welcome,Dwayne Johnson,,65,0,10,100,FALSE
6700,18/04/2017,Shape Of You,Ed Sheeran,,1,1,13,1,FALSE
6701,18/04/2017,Humble.,Kendrick Lamar,,2,0,1,2,TRUE
6702,18/04/2017,That's What I Like,Bruno Mars,,2,2,12,3,FALSE
6703,18/04/2017,iSpy,KYLE Featuring Lil Yachty,,4,5,15,4,FALSE
6704,18/04/2017,Something Just Like This,The Chainsmokers & Coldplay,,3,3,7,5,FALSE
6705,18/04/2017,Body Like A Back Road,Sam Hunt,,6,12,10,6,FALSE
6706,18/04/2017,I Feel It Coming,The Weeknd Featuring Daft Punk,,4,4,20,7,FALSE
6707,18/04/2017,Tunnel Vision,Kodak Black,,6,8,7,8,FALSE
6708,18/04/2017,Paris,The Chainsmokers,,6,9,12,9,FALSE
6709,18/04/2017,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,9,11,18,10,FALSE
6710,18/04/2017,Mask Off,Future,,11,18,7,11,FALSE
6711,18/04/2017,Bad And Boujee,Migos Featuring Lil Uzi Vert,,1,6,21,12,FALSE
6712,18/04/2017,It Ain't Me,Kygo x Selena Gomez,,12,15,8,13,FALSE
6713,18/04/2017,Stay,Zedd & Alessia Cara,,14,17,6,14,FALSE
6714,18/04/2017,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,,2,7,17,15,FALSE
6715,18/04/2017,XO TOUR Llif3,Lil Uzi Vert,,16,49,2,16,FALSE
6716,18/04/2017,Say You Won't Let Go,James Arthur,,17,19,24,17,FALSE
6717,18/04/2017,Love On The Brain,Rihanna,,5,14,25,18,FALSE
6718,18/04/2017,Chained To The Rhythm,Katy Perry Featuring Skip Marley,,4,13,8,19,FALSE
6719,18/04/2017,Bounce Back,Big Sean,,6,16,22,20,FALSE
6720,18/04/2017,Closer,The Chainsmokers Featuring Halsey,,1,20,36,21,FALSE
6721,18/04/2017,Issues,Julia Michaels,,22,23,11,22,FALSE
6722,18/04/2017,Passionfruit,Drake,,8,10,3,23,FALSE
6723,18/04/2017,Location,Khalid,,24,24,13,24,FALSE
6724,18/04/2017,Congratulations,Post Malone Featuring Quavo,,25,28,15,25,FALSE
6725,18/04/2017,T-Shirt,Migos,,19,25,12,26,FALSE
6726,18/04/2017,24K Magic,Bruno Mars,,4,29,26,27,FALSE
6727,18/04/2017,Cold,Maroon 5 Featuring Future,,16,30,8,28,FALSE
6728,18/04/2017,Swang,Rae Sremmurd,,29,34,16,29,FALSE
6729,18/04/2017,Scars To Your Beautiful,Alessia Cara,,8,32,32,30,FALSE
6730,18/04/2017,Fake Love,Drake,,8,27,24,31,FALSE
6731,18/04/2017,Can't Stop The Feeling!,Justin Timberlake,,1,31,48,32,FALSE
6732,18/04/2017,Mercy,Shawn Mendes,,15,26,29,33,FALSE
6733,18/04/2017,Look At Me!,XXXTENTACION,,34,42,9,34,FALSE
6734,18/04/2017,Down,Marian Hill,,21,33,12,35,FALSE
6735,18/04/2017,Portland,Drake Featuring Quavo & Travis Scott,,9,21,3,36,FALSE
6736,18/04/2017,Starboy,The Weeknd Featuring Daft Punk,,1,35,29,37,FALSE
6737,18/04/2017,The Fighter,Keith Urban Featuring Carrie Underwood,,38,74,9,38,FALSE
6738,18/04/2017,Rolex,Ayo & Teo,,34,36,8,39,FALSE
6739,18/04/2017,Slide,Calvin Harris Featuring Frank Ocean & Migos,,34,45,6,40,FALSE
6740,18/04/2017,Million Reasons,Lady Gaga,,4,37,20,41,FALSE
6741,18/04/2017,Dirt On My Boots,Jon Pardi,,37,38,18,42,FALSE
6742,18/04/2017,Goosebumps,Travis Scott,,43,0,21,43,FALSE
6743,18/04/2017,In Case You Didn't Know,Brett Young,,44,51,9,44,FALSE
6744,18/04/2017,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,,6,41,26,45,FALSE
6745,18/04/2017,Both,Gucci Mane Featuring Drake,,41,50,16,46,FALSE
6746,18/04/2017,Water Under The Bridge,Adele,,26,46,22,47,FALSE
6747,18/04/2017,Believer,Imagine Dragons,,41,52,9,48,FALSE
6748,18/04/2017,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,44,44,12,49,FALSE
6749,18/04/2017,Bad Things,Machine Gun Kelly x Camila Cabello,,4,39,23,50,FALSE
6750,18/04/2017,Party,Chris Brown Featuring Usher & Gucci Mane,,40,47,16,51,FALSE
6751,18/04/2017,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,,52,65,3,52,FALSE
6752,18/04/2017,Craving You,Thomas Rhett Featuring Maren Morris,,53,0,1,53,TRUE
6753,18/04/2017,Any Ol' Barstool,Jason Aldean,,54,62,11,54,FALSE
6754,18/04/2017,Green Light,Lorde,,19,59,6,55,FALSE
6755,18/04/2017,Redbone,Childish Gambino,,48,54,18,56,FALSE
6756,18/04/2017,Hurricane,Luke Combs,,55,55,8,57,FALSE
6757,18/04/2017,Fast,Luke Bryan,,58,60,11,58,FALSE
6758,18/04/2017,Everybody,Logic,,59,0,1,59,TRUE
6759,18/04/2017,You Look Good,Lady Antebellum,,60,0,1,60,TRUE
6760,18/04/2017,Heavy,Linkin Park Featuring Kiiara,,52,57,7,61,FALSE
6761,18/04/2017,Gyalchester,Drake,,29,43,3,62,FALSE
6762,18/04/2017,How Far I'll Go,Auli'i Cravalho,,41,58,17,63,FALSE
6763,18/04/2017,Shining,DJ Khaled Featuring Beyonce & JAY Z,,57,64,8,64,FALSE
6764,18/04/2017,Hometown Girl,Josh Turner,,65,72,6,65,FALSE
6765,18/04/2017,Black,Dierks Bentley,,66,87,9,66,FALSE
6766,18/04/2017,Road Less Traveled,Lauren Alaina,,67,69,11,67,FALSE
6767,18/04/2017,Free Smoke,Drake,,18,40,3,68,FALSE
6768,18/04/2017,Castle On The Hill,Ed Sheeran,,6,63,13,69,FALSE
6769,18/04/2017,Speak To A Girl,Tim McGraw & Faith Hill,,61,61,2,70,FALSE
6770,18/04/2017,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,,71,0,2,71,FALSE
6771,18/04/2017,Play That Song,Train,,41,67,19,72,FALSE
6772,18/04/2017,Deja Vu,J. Cole,,7,70,17,73,FALSE
6773,18/04/2017,Moves,Big Sean,,38,71,15,74,FALSE
6774,18/04/2017,Tin Man,Miranda Lambert,,75,0,1,75,TRUE
6775,18/04/2017,Yeah Boy,Kelsea Ballerini,,76,88,7,76,FALSE
6776,18/04/2017,Selfish,Future Featuring Rihanna,,37,73,6,77,FALSE
6777,18/04/2017,Blem,Drake,,38,48,3,78,FALSE
6778,18/04/2017,Losin Control,Russ,,77,77,6,79,FALSE
6779,18/04/2017,The Weekend,Brantley Gilbert,,69,81,14,80,FALSE
6780,18/04/2017,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",,81,0,1,81,TRUE
6781,18/04/2017,Call On Me,Starley,,70,80,14,82,FALSE
6782,18/04/2017,Teenage Fever,Drake,,35,53,3,83,FALSE
6783,18/04/2017,No Frauds,"Nicki Minaj, Drake & Lil Wayne",,14,75,4,84,FALSE
6784,18/04/2017,The Heart Part 4,Kendrick Lamar,,22,22,2,85,FALSE
6785,18/04/2017,Think A Little Less,Michael Ray,,54,78,15,86,FALSE
6786,18/04/2017,Draco,Future,,46,90,7,87,FALSE
6787,18/04/2017,First Day Out,Tee Grizzley,,88,0,1,88,TRUE
6788,18/04/2017,Sacrifices,Drake Featuring 2 Chainz & Young Thug,,36,56,3,89,FALSE
6789,18/04/2017,Scared To Be Lonely,Martin Garrix & Dua Lipa,,88,92,5,90,FALSE
6790,18/04/2017,The One,The Chainsmokers,,91,0,1,91,TRUE
6791,18/04/2017,How Far I'll Go,Alessia Cara,,56,91,18,92,FALSE
6792,18/04/2017,Conscience,Kodak Black Featuring Future,,93,0,1,93,TRUE
6793,18/04/2017,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,,94,0,1,94,TRUE
6794,18/04/2017,Good Drank,2 Chainz x Gucci Mane x Quavo,,92,95,4,95,FALSE
6795,18/04/2017,Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",,96,0,1,96,TRUE
6796,18/04/2017,Prblms,6LACK,,95,96,3,97,FALSE
6797,18/04/2017,How Not To,Dan + Shay,,98,0,1,98,TRUE
6798,18/04/2017,You're Welcome,Dwayne Johnson,,65,100,11,99,FALSE
6799,18/04/2017,Human,Rag'n'Bone Man,,100,0,1,100,TRUE
6800,25/04/2017,Shape Of You,Ed Sheeran,,1,1,14,1,FALSE
6801,25/04/2017,That's What I Like,Bruno Mars,,2,3,13,2,FALSE
6802,25/04/2017,Humble.,Kendrick Lamar,,2,2,2,3,FALSE
6803,25/04/2017,Sign Of The Times,Harry Styles,,4,0,1,4,TRUE
6804,25/04/2017,Something Just Like This,The Chainsmokers & Coldplay,,3,5,8,5,FALSE
6805,25/04/2017,iSpy,KYLE Featuring Lil Yachty,,4,4,16,6,FALSE
6806,25/04/2017,Mask Off,Future,,7,11,8,7,FALSE
6807,25/04/2017,XO TOUR Llif3,Lil Uzi Vert,,8,16,3,8,FALSE
6808,25/04/2017,Body Like A Back Road,Sam Hunt,,6,6,11,9,FALSE
6809,25/04/2017,Paris,The Chainsmokers,,6,9,13,10,FALSE
6810,25/04/2017,It Ain't Me,Kygo x Selena Gomez,,11,13,9,11,FALSE
6811,25/04/2017,Issues,Julia Michaels,,12,22,12,12,FALSE
6812,25/04/2017,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,9,10,19,13,FALSE
