,Date,Title,Artist,Image,PeakPos,LastPos,Weeks,Rank,IsNew
0,05/01/2016,Hello,Adele,,1,1,9,1,FALSE
1,05/01/2016,Sorry,Justin Bieber,,2,2,9,2,FALSE
2,05/01/2016,Love Yourself,Justin Bieber,,3,4,6,3,FALSE
3,05/01/2016,Hotline Bling,Drake,,2,3,21,4,FALSE
4,05/01/2016,What Do You Mean?,Justin Bieber,,1,5,17,5,FALSE
5,05/01/2016,Same Old Love,Selena Gomez,,6,6,15,6,FALSE
6,05/01/2016,Here,Alessia Cara,,7,8,21,7,FALSE
7,05/01/2016,Stitches,Shawn Mendes,,4,9,31,8,FALSE
8,05/01/2016,The Hills,The Weeknd,,1,7,31,9,FALSE
9,05/01/2016,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,,8,10,25,10,FALSE
10,05/01/2016,All I Want For Christmas Is You,Mariah Carey,,11,18,14,11,FALSE
11,05/01/2016,Jumpman,Drake & Future,,12,13,14,12,FALSE
12,05/01/2016,Stressed Out,twenty one pilots,,13,19,14,13,FALSE
13,05/01/2016,679,Fetty Wap Featuring Remy Boyz,,4,11,26,14,FALSE
14,05/01/2016,In The Night,The Weeknd,,12,12,7,15,FALSE
15,05/01/2016,Antidote,Travis Scott,,16,16,16,16,FALSE
16,05/01/2016,On My Mind,Ellie Goulding,,13,14,14,17,FALSE
17,05/01/2016,Don't,Bryson Tiller,,18,20,13,18,FALSE
18,05/01/2016,Watch Me,Silento,,3,27,44,19,FALSE
19,05/01/2016,Roses,The Chainsmokers Featuring Rozes,,20,26,10,20,FALSE
20,05/01/2016,Can't Feel My Face,The Weeknd,,1,15,29,21,FALSE
21,05/01/2016,Wildest Dreams,Taylor Swift,,5,23,18,22,FALSE
22,05/01/2016,Ex's & Oh's,Elle King,,10,17,25,23,FALSE
23,05/01/2016,White Iverson,Post Malone,,22,22,16,24,FALSE
24,05/01/2016,Die A Happy Man,Thomas Rhett,,21,21,14,25,FALSE
25,05/01/2016,Say It,Tory Lanez,,26,28,10,26,FALSE
26,05/01/2016,Confident,Demi Lovato,,21,30,12,27,FALSE
27,05/01/2016,Lean On,Major Lazer & DJ Snake Featuring MO,,4,25,38,28,FALSE
28,05/01/2016,Trap Queen,Fetty Wap,,2,31,49,29,FALSE
29,05/01/2016,Rockin' Around The Christmas Tree,Brenda Lee,,14,38,15,30,FALSE
30,05/01/2016,Perfect,One Direction,,10,32,10,31,FALSE
31,05/01/2016,Break Up In A Small Town,Sam Hunt,,32,34,12,32,FALSE
32,05/01/2016,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,,33,46,6,33,FALSE
33,05/01/2016,Hit The Quan,iLoveMemphis,,15,52,19,34,FALSE
34,05/01/2016,Focus,Ariana Grande,,7,33,8,35,FALSE
35,05/01/2016,"Me, Myself & I",G-Eazy x Bebe Rexha,,36,40,8,36,FALSE
36,05/01/2016,My House,Flo Rida,,37,51,7,37,FALSE
37,05/01/2016,The Christmas Song (Merry Christmas To You),Nat King Cole,,38,0,7,38,FALSE
38,05/01/2016,Hands To Myself,Selena Gomez,,39,62,3,39,FALSE
39,05/01/2016,No Role Modelz,J. Cole,,36,36,19,40,FALSE
40,05/01/2016,See You Again,Wiz Khalifa Featuring Charlie Puth,,1,42,42,41,FALSE
41,05/01/2016,Hide Away,Daya,,41,41,14,42,FALSE
42,05/01/2016,Cake By The Ocean,DNCE,,43,47,10,43,FALSE
43,05/01/2016,Again,Fetty Wap,,33,45,20,44,FALSE
44,05/01/2016,Where Ya At,Future Featuring Drake,,28,35,23,45,FALSE
45,05/01/2016,Locked Away,R. City Featuring Adam Levine,,6,37,23,46,FALSE
46,05/01/2016,Jingle Bell Rock,Bobby Helms,,35,0,16,47,FALSE
47,05/01/2016,Do It Like Me,DLOW,,45,68,7,48,FALSE
48,05/01/2016,Where Are U Now,Skrillex & Diplo With Justin Bieber,,8,39,43,49,FALSE
49,05/01/2016,Burning House,Cam,,29,29,24,50,FALSE
50,05/01/2016,Exchange,Bryson Tiller,,48,48,9,51,FALSE
51,05/01/2016,Down In The DM,Yo Gotti Featuring Nicki Minaj,,52,57,4,52,FALSE
52,05/01/2016,Back To Sleep,Chris Brown,,53,64,2,53,FALSE
53,05/01/2016,When We Were Young,Adele,,22,55,5,54,FALSE
54,05/01/2016,Adventure Of A Lifetime,Coldplay,,39,44,7,55,FALSE
55,05/01/2016,Back Up,DeJ Loaf Featuring Big Sean,,47,53,12,56,FALSE
56,05/01/2016,One Call Away,Charlie Puth,,57,60,4,57,FALSE
57,05/01/2016,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,,22,54,7,58,FALSE
58,05/01/2016,I'll Show You,Justin Bieber,,19,59,8,59,FALSE
59,05/01/2016,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,,60,61,5,60,FALSE
60,05/01/2016,Big Rings,Drake & Future,,52,70,14,61,FALSE
61,05/01/2016,The Fix,Nelly Featuring Jeremih,,62,65,13,62,FALSE
62,05/01/2016,Best Friend,Young Thug,,63,78,5,63,FALSE
63,05/01/2016,Stay A Little Longer,Brothers Osborne,,58,58,12,64,FALSE
64,05/01/2016,Gonna Know We Were Here,Jason Aldean,,62,66,11,65,FALSE
65,05/01/2016,Stand By You,Rachel Platten,,61,77,6,66,FALSE
66,05/01/2016,Used To Love You,Gwen Stefani,,52,67,6,67,FALSE
67,05/01/2016,Irresistible,Fall Out Boy,,68,79,6,68,FALSE
68,05/01/2016,I Got The Boy,Jana Kramer,,69,71,11,69,FALSE
69,05/01/2016,I Love This Life,LOCASH,,70,73,9,70,FALSE
70,05/01/2016,New Americana,Halsey,,71,80,13,71,FALSE
71,05/01/2016,You Should Be Here,Cole Swindell,,69,69,2,72,FALSE
72,05/01/2016,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,,71,81,9,73,FALSE
73,05/01/2016,Gonna,Blake Shelton,,54,63,15,74,FALSE
74,05/01/2016,Dessert,Dawin,,75,92,3,75,FALSE
75,05/01/2016,Come Get Her,Rae Sremmurd,,56,84,15,76,FALSE
76,05/01/2016,Liquor,Chris Brown,,60,0,16,77,FALSE
77,05/01/2016,Lay It All On Me,Rudimental Featuring Ed Sheeran,,48,75,12,78,FALSE
78,05/01/2016,Right Hand,Drake,,58,94,15,79,FALSE
79,05/01/2016,Zero,Chris Brown,,80,0,1,80,TRUE
80,05/01/2016,Hallelujah,Lindsey Stirling,,81,0,1,81,TRUE
81,05/01/2016,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",,12,89,18,82,FALSE
82,05/01/2016,Good To Be Alive (Hallelujah),Andy Grammer,,83,86,2,83,FALSE
83,05/01/2016,The Feeling,Justin Bieber Featuring Halsey,,31,82,6,84,FALSE
84,05/01/2016,Top Of The World,Tim McGraw,,73,76,11,85,FALSE
85,05/01/2016,RGF Island,Fetty Wap,,57,0,11,86,FALSE
86,05/01/2016,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,,63,83,15,87,FALSE
87,05/01/2016,Backroad Song,Granger Smith,,88,91,3,88,FALSE
88,05/01/2016,Ginza,J Balvin,,84,0,12,89,FALSE
89,05/01/2016,Sorry Not Sorry,Bryson Tiller,,90,95,2,90,FALSE
90,05/01/2016,Little More (Royalty),Chris Brown,,91,0,1,91,TRUE
91,05/01/2016,Beautiful Drug,Zac Brown Band,,92,96,5,92,FALSE
92,05/01/2016,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,,84,93,8,93,FALSE
93,05/01/2016,Really Really,Kevin Gates,,94,0,1,94,TRUE
94,05/01/2016,Purpose,Justin Bieber,,43,100,6,95,FALSE
95,05/01/2016,Hollow,Tori Kelly,,96,98,2,96,FALSE
96,05/01/2016,Dibs,Kelsea Ballerini,,86,87,8,97,FALSE
97,05/01/2016,Let It Go,James Bay,,98,0,1,98,TRUE
98,05/01/2016,Stick Talk,Future,,99,0,1,99,TRUE
99,05/01/2016,Get Ugly,Jason Derulo,,100,0,1,100,TRUE
100,12/01/2016,Hello,Adele,,1,1,10,1,FALSE
101,12/01/2016,Sorry,Justin Bieber,,2,2,10,2,FALSE
102,12/01/2016,Love Yourself,Justin Bieber,,3,3,7,3,FALSE
103,12/01/2016,Hotline Bling,Drake,,2,4,22,4,FALSE
104,12/01/2016,What Do You Mean?,Justin Bieber,,1,5,18,5,FALSE
105,12/01/2016,Stitches,Shawn Mendes,,4,8,32,6,FALSE
106,12/01/2016,Same Old Love,Selena Gomez,,6,6,16,7,FALSE
107,12/01/2016,Here,Alessia Cara,,7,7,22,8,FALSE
108,12/01/2016,Stressed Out,twenty one pilots,,9,13,15,9,FALSE
109,12/01/2016,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,,8,10,26,10,FALSE
110,12/01/2016,The Hills,The Weeknd,,1,9,32,11,FALSE
111,12/01/2016,679,Fetty Wap Featuring Remy Boyz,,4,14,27,12,FALSE
112,12/01/2016,Jumpman,Drake & Future,,12,12,15,13,FALSE
113,12/01/2016,Ex's & Oh's,Elle King,,10,23,26,14,FALSE
114,12/01/2016,White Iverson,Post Malone,,15,24,17,15,FALSE
115,12/01/2016,On My Mind,Ellie Goulding,,13,17,15,16,FALSE
116,12/01/2016,Antidote,Travis Scott,,16,16,17,17,FALSE
117,12/01/2016,Wildest Dreams,Taylor Swift,,5,22,19,18,FALSE
118,12/01/2016,Watch Me,Silento,,3,19,45,19,FALSE
119,12/01/2016,In The Night,The Weeknd,,12,15,8,20,FALSE
120,12/01/2016,Don't,Bryson Tiller,,18,18,14,21,FALSE
121,12/01/2016,Roses,The Chainsmokers Featuring Rozes,,20,20,11,22,FALSE
122,12/01/2016,Confident,Demi Lovato,,21,27,13,23,FALSE
123,12/01/2016,Can't Feel My Face,The Weeknd,,1,21,30,24,FALSE
124,12/01/2016,Die A Happy Man,Thomas Rhett,,21,25,15,25,FALSE
125,12/01/2016,Perfect,One Direction,,10,31,11,26,FALSE
126,12/01/2016,Trap Queen,Fetty Wap,,2,29,50,27,FALSE
127,12/01/2016,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,,28,33,7,28,FALSE
128,12/01/2016,Break Up In A Small Town,Sam Hunt,,29,32,13,29,FALSE
129,12/01/2016,See You Again,Wiz Khalifa Featuring Charlie Puth,,1,41,43,30,FALSE
130,12/01/2016,Hide Away,Daya,,31,42,15,31,FALSE
131,12/01/2016,Say It,Tory Lanez,,26,26,11,32,FALSE
132,12/01/2016,Lean On,Major Lazer & DJ Snake Featuring MO,,4,28,39,33,FALSE
133,12/01/2016,My House,Flo Rida,,34,37,8,34,FALSE
134,12/01/2016,"Me, Myself & I",G-Eazy x Bebe Rexha,,35,36,9,35,FALSE
135,12/01/2016,One Call Away,Charlie Puth,,36,57,5,36,FALSE
136,12/01/2016,Hit The Quan,iLoveMemphis,,15,34,20,37,FALSE
137,12/01/2016,Again,Fetty Wap,,33,44,21,38,FALSE
138,12/01/2016,Focus,Ariana Grande,,7,35,9,39,FALSE
139,12/01/2016,Locked Away,R. City Featuring Adam Levine,,6,46,24,40,FALSE
140,12/01/2016,Cake By The Ocean,DNCE,,41,43,11,41,FALSE
141,12/01/2016,Hands To Myself,Selena Gomez,,39,39,4,42,FALSE
142,12/01/2016,No Role Modelz,J. Cole,,36,40,20,43,FALSE
143,12/01/2016,Burning House,Cam,,29,50,25,44,FALSE
144,12/01/2016,Where Ya At,Future Featuring Drake,,28,45,24,45,FALSE
145,12/01/2016,Exchange,Bryson Tiller,,46,51,10,46,FALSE
146,12/01/2016,When We Were Young,Adele,,22,54,6,47,FALSE
147,12/01/2016,Down In The DM,Yo Gotti Featuring Nicki Minaj,,48,52,5,48,FALSE
148,12/01/2016,Where Are U Now,Skrillex & Diplo With Justin Bieber,,8,49,44,49,FALSE
149,12/01/2016,Stand By You,Rachel Platten,,50,66,7,50,FALSE
150,12/01/2016,Do It Like Me,DLOW,,45,48,8,51,FALSE
151,12/01/2016,Back Up,DeJ Loaf Featuring Big Sean,,47,56,13,52,FALSE
152,12/01/2016,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,,53,60,6,53,FALSE
153,12/01/2016,Adventure Of A Lifetime,Coldplay,,39,55,8,54,FALSE
154,12/01/2016,Irresistible,Fall Out Boy,,55,68,7,55,FALSE
155,12/01/2016,Gonna Know We Were Here,Jason Aldean,,56,65,12,56,FALSE
156,12/01/2016,Big Rings,Drake & Future,,52,61,15,57,FALSE
157,12/01/2016,I'll Show You,Justin Bieber,,19,59,9,58,FALSE
158,12/01/2016,Back To Sleep,Chris Brown,,53,53,3,59,FALSE
159,12/01/2016,New Americana,Halsey,,60,71,14,60,FALSE
160,12/01/2016,Stay A Little Longer,Brothers Osborne,,58,64,13,61,FALSE
161,12/01/2016,Good To Be Alive (Hallelujah),Andy Grammer,,62,83,3,62,FALSE
162,12/01/2016,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,,22,58,8,63,FALSE
163,12/01/2016,I Got The Boy,Jana Kramer,,64,69,12,64,FALSE
164,12/01/2016,I Love This Life,LOCASH,,65,70,10,65,FALSE
165,12/01/2016,Right Hand,Drake,,58,79,16,66,FALSE
166,12/01/2016,Best Friend,Young Thug,,63,63,6,67,FALSE
167,12/01/2016,Used To Love You,Gwen Stefani,,52,67,7,68,FALSE
168,12/01/2016,The Fix,Nelly Featuring Jeremih,,62,62,14,69,FALSE
169,12/01/2016,Get Ugly,Jason Derulo,,70,100,2,70,FALSE
170,12/01/2016,Come Get Her,Rae Sremmurd,,56,76,16,71,FALSE
171,12/01/2016,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",,12,82,19,72,FALSE
172,12/01/2016,Dessert,Dawin,,73,75,4,73,FALSE
173,12/01/2016,RGF Island,Fetty Wap,,57,86,12,74,FALSE
174,12/01/2016,Gonna,Blake Shelton,,54,74,16,75,FALSE
175,12/01/2016,Dibs,Kelsea Ballerini,,76,97,9,76,FALSE
176,12/01/2016,Sorry Not Sorry,Bryson Tiller,,77,90,3,77,FALSE
177,12/01/2016,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,,71,73,10,78,FALSE
178,12/01/2016,Really Really,Kevin Gates,,79,94,2,79,FALSE
179,12/01/2016,Hollow,Tori Kelly,,80,96,3,80,FALSE
180,12/01/2016,Beautiful Drug,Zac Brown Band,,81,92,6,81,FALSE
181,12/01/2016,Backroad Song,Granger Smith,,82,88,4,82,FALSE
182,12/01/2016,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,,63,87,16,83,FALSE
183,12/01/2016,Top Of The World,Tim McGraw,,73,85,12,84,FALSE
184,12/01/2016,Watch Out,2 Chainz,,85,0,1,85,TRUE
185,12/01/2016,Purpose,Justin Bieber,,43,95,7,86,FALSE
186,12/01/2016,Smoke Break,Carrie Underwood,,43,0,18,87,FALSE
187,12/01/2016,Lay It All On Me,Rudimental Featuring Ed Sheeran,,48,78,13,88,FALSE
188,12/01/2016,Liquor,Chris Brown,,60,77,17,89,FALSE
189,12/01/2016,Let It Go,James Bay,,90,98,2,90,FALSE
190,12/01/2016,Stick Talk,Future,,91,99,2,91,FALSE
191,12/01/2016,Mr. Misunderstood,Eric Church,,92,0,1,92,TRUE
192,12/01/2016,The Feeling,Justin Bieber Featuring Halsey,,31,84,7,93,FALSE
193,12/01/2016,Break On Me.,Keith Urban,,94,0,1,94,TRUE
194,12/01/2016,Zero,Chris Brown,,80,80,2,95,FALSE
195,12/01/2016,Jugg,Fetty Wap Featuring Monty,,86,0,6,96,FALSE
196,12/01/2016,You Should Be Here,Cole Swindell,,69,72,3,97,FALSE
197,12/01/2016,We Went,Randy Houser,,98,0,2,98,FALSE
198,12/01/2016,Confession,Florida Georgia Line,,99,0,1,99,TRUE
199,12/01/2016,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,,84,93,9,100,FALSE
200,19/01/2016,Sorry,Justin Bieber,,1,2,11,1,FALSE
201,19/01/2016,Hello,Adele,,1,1,11,2,FALSE
202,19/01/2016,Love Yourself,Justin Bieber,,3,3,8,3,FALSE
203,19/01/2016,Hotline Bling,Drake,,2,4,23,4,FALSE
204,19/01/2016,Stressed Out,twenty one pilots,,5,9,16,5,FALSE
205,19/01/2016,Same Old Love,Selena Gomez,,6,7,17,6,FALSE
206,19/01/2016,Stitches,Shawn Mendes,,4,6,33,7,FALSE
207,19/01/2016,What Do You Mean?,Justin Bieber,,1,5,19,8,FALSE
208,19/01/2016,Here,Alessia Cara,,7,8,23,9,FALSE
209,19/01/2016,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,,8,10,27,10,FALSE
210,19/01/2016,The Hills,The Weeknd,,1,11,33,11,FALSE
211,19/01/2016,Jumpman,Drake & Future,,12,13,16,12,FALSE
212,19/01/2016,Roses,The Chainsmokers Featuring Rozes,,13,22,12,13,FALSE
213,19/01/2016,White Iverson,Post Malone,,14,15,18,14,FALSE
214,19/01/2016,On My Mind,Ellie Goulding,,13,16,16,15,FALSE
215,19/01/2016,In The Night,The Weeknd,,12,20,9,16,FALSE
216,19/01/2016,Don't,Bryson Tiller,,17,21,15,17,FALSE
217,19/01/2016,679,Fetty Wap Featuring Remy Boyz,,4,12,28,18,FALSE
218,19/01/2016,Antidote,Travis Scott,,16,17,18,19,FALSE
219,19/01/2016,Ex's & Oh's,Elle King,,10,14,27,20,FALSE
220,19/01/2016,Wildest Dreams,Taylor Swift,,5,18,20,21,FALSE
221,19/01/2016,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,,22,28,8,22,FALSE
222,19/01/2016,Die A Happy Man,Thomas Rhett,,21,25,16,23,FALSE
223,19/01/2016,Can't Feel My Face,The Weeknd,,1,24,31,24,FALSE
224,19/01/2016,Confident,Demi Lovato,,21,23,14,25,FALSE
225,19/01/2016,Cake By The Ocean,DNCE,,26,41,12,26,FALSE
226,19/01/2016,Watch Me,Silento,,3,19,46,27,FALSE
227,19/01/2016,Perfect,One Direction,,10,26,12,28,FALSE
228,19/01/2016,"Me, Myself & I",G-Eazy x Bebe Rexha,,29,35,10,29,FALSE
229,19/01/2016,Say It,Tory Lanez,,26,32,12,30,FALSE
230,19/01/2016,Lean On,Major Lazer & DJ Snake Featuring MO,,4,33,40,31,FALSE
231,19/01/2016,My House,Flo Rida,,32,34,9,32,FALSE
232,19/01/2016,Hide Away,Daya,,31,31,16,33,FALSE
233,19/01/2016,Break Up In A Small Town,Sam Hunt,,29,29,14,34,FALSE
234,19/01/2016,Trap Queen,Fetty Wap,,2,27,51,35,FALSE
235,19/01/2016,See You Again,Wiz Khalifa Featuring Charlie Puth,,1,30,44,36,FALSE
236,19/01/2016,One Call Away,Charlie Puth,,36,36,6,37,FALSE
237,19/01/2016,Stand By You,Rachel Platten,,38,50,8,38,FALSE
238,19/01/2016,Down In The DM,Yo Gotti Featuring Nicki Minaj,,39,48,6,39,FALSE
239,19/01/2016,No Role Modelz,J. Cole,,36,43,21,40,FALSE
240,19/01/2016,When We Were Young,Adele,,22,47,7,41,FALSE
241,19/01/2016,Hands To Myself,Selena Gomez,,39,42,5,42,FALSE
242,19/01/2016,Again,Fetty Wap,,33,38,22,43,FALSE
243,19/01/2016,Exchange,Bryson Tiller,,44,46,11,44,FALSE
244,19/01/2016,Locked Away,R. City Featuring Adam Levine,,6,40,25,45,FALSE
245,19/01/2016,Out Of The Woods,Taylor Swift,,18,0,3,46,FALSE
246,19/01/2016,Where Ya At,Future Featuring Drake,,28,45,25,47,FALSE
247,19/01/2016,Irresistible,Fall Out Boy,,48,55,8,48,FALSE
248,19/01/2016,Where Are U Now,Skrillex & Diplo With Justin Bieber,,8,49,45,49,FALSE
249,19/01/2016,Focus,Ariana Grande,,7,39,10,50,FALSE
250,19/01/2016,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,,51,53,7,51,FALSE
251,19/01/2016,Adventure Of A Lifetime,Coldplay,,39,54,9,52,FALSE
252,19/01/2016,Back To Sleep,Chris Brown,,53,59,4,53,FALSE
253,19/01/2016,Gonna Know We Were Here,Jason Aldean,,54,56,13,54,FALSE
254,19/01/2016,Stay A Little Longer,Brothers Osborne,,55,61,14,55,FALSE
255,19/01/2016,Back Up,DeJ Loaf Featuring Big Sean,,47,52,14,56,FALSE
256,19/01/2016,I Love This Life,LOCASH,,57,65,11,57,FALSE
257,19/01/2016,I Got The Boy,Jana Kramer,,58,64,13,58,FALSE
258,19/01/2016,Do It Like Me,DLOW,,45,51,9,59,FALSE
259,19/01/2016,Best Friend,Young Thug,,60,67,7,60,FALSE
260,19/01/2016,Used To Love You,Gwen Stefani,,52,68,8,61,FALSE
261,19/01/2016,Good To Be Alive (Hallelujah),Andy Grammer,,62,62,4,62,FALSE
262,19/01/2016,Big Rings,Drake & Future,,52,57,16,63,FALSE
263,19/01/2016,New Americana,Halsey,,60,60,15,64,FALSE
264,19/01/2016,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,,22,63,9,65,FALSE
265,19/01/2016,Get Ugly,Jason Derulo,,66,70,3,66,FALSE
266,19/01/2016,I'll Show You,Justin Bieber,,19,58,10,67,FALSE
267,19/01/2016,The Fix,Nelly Featuring Jeremih,,62,69,15,68,FALSE
268,19/01/2016,Backroad Song,Granger Smith,,69,82,5,69,FALSE
269,19/01/2016,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",,12,72,20,70,FALSE
270,19/01/2016,Beautiful Drug,Zac Brown Band,,71,81,7,71,FALSE
271,19/01/2016,Gonna,Blake Shelton,,54,75,17,72,FALSE
272,19/01/2016,Dessert,Dawin,,73,73,5,73,FALSE
273,19/01/2016,Break On Me.,Keith Urban,,74,94,2,74,FALSE
274,19/01/2016,Dibs,Kelsea Ballerini,,75,76,10,75,FALSE
275,19/01/2016,Heartbeat,Carrie Underwood,,76,0,1,76,TRUE
276,19/01/2016,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,,71,78,11,77,FALSE
277,19/01/2016,Right Hand,Drake,,58,66,17,78,FALSE
278,19/01/2016,Top Of The World,Tim McGraw,,73,84,13,79,FALSE
279,19/01/2016,Sorry Not Sorry,Bryson Tiller,,77,77,4,80,FALSE
280,19/01/2016,Oui,Jeremih,,81,0,1,81,TRUE
281,19/01/2016,Lay It All On Me,Rudimental Featuring Ed Sheeran,,48,88,14,82,FALSE
282,19/01/2016,Really Really,Kevin Gates,,79,79,3,83,FALSE
283,19/01/2016,Mr. Misunderstood,Eric Church,,84,92,2,84,FALSE
284,19/01/2016,Come Get Her,Rae Sremmurd,,56,71,17,85,FALSE
285,19/01/2016,Watch Out,2 Chainz,,85,85,2,86,FALSE
286,19/01/2016,Sugar,Robin Schulz Featuring Francesco Yates,,87,0,1,87,TRUE
287,19/01/2016,Hollow,Tori Kelly,,80,80,4,88,FALSE
288,19/01/2016,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,,84,100,10,89,FALSE
289,19/01/2016,Let It Go,James Bay,,90,90,3,90,FALSE
290,19/01/2016,Confession,Florida Georgia Line,,91,99,2,91,FALSE
291,19/01/2016,We Went,Randy Houser,,92,98,3,92,FALSE
292,19/01/2016,2 Phones,Kevin Gates,,93,0,1,93,TRUE
293,19/01/2016,RGF Island,Fetty Wap,,57,74,13,94,FALSE
294,19/01/2016,Smoke Break,Carrie Underwood,,43,87,19,95,FALSE
295,19/01/2016,Ginza,J Balvin,,84,0,13,96,FALSE
296,19/01/2016,Nobody To Blame,Chris Stapleton,,97,0,1,97,TRUE
297,19/01/2016,You Should Be Here,Cole Swindell,,69,97,4,98,FALSE
298,19/01/2016,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,,63,83,17,99,FALSE
299,19/01/2016,Tennessee Whiskey,Chris Stapleton,,20,0,5,100,FALSE
300,26/01/2016,Sorry,Justin Bieber,,1,1,12,1,FALSE
301,26/01/2016,Hello,Adele,,1,2,12,2,FALSE
302,26/01/2016,Love Yourself,Justin Bieber,,3,3,9,3,FALSE
303,26/01/2016,Stressed Out,twenty one pilots,,4,5,17,4,FALSE
304,26/01/2016,Same Old Love,Selena Gomez,,5,6,18,5,FALSE
305,26/01/2016,Here,Alessia Cara,,6,9,24,6,FALSE
306,26/01/2016,Hotline Bling,Drake,,2,4,24,7,FALSE
307,26/01/2016,Stitches,Shawn Mendes,,4,7,34,8,FALSE
308,26/01/2016,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,,8,10,28,9,FALSE
309,26/01/2016,What Do You Mean?,Justin Bieber,,1,8,20,10,FALSE
310,26/01/2016,Roses,The Chainsmokers Featuring Rozes,,11,13,13,11,FALSE
311,26/01/2016,Jumpman,Drake & Future,,12,12,17,12,FALSE
312,26/01/2016,Don't,Bryson Tiller,,13,17,16,13,FALSE
313,26/01/2016,The Hills,The Weeknd,,1,11,34,14,FALSE
314,26/01/2016,In The Night,The Weeknd,,12,16,10,15,FALSE
315,26/01/2016,White Iverson,Post Malone,,14,14,19,16,FALSE
316,26/01/2016,Antidote,Travis Scott,,16,19,19,17,FALSE
317,26/01/2016,679,Fetty Wap Featuring Remy Boyz,,4,18,29,18,FALSE
318,26/01/2016,"Me, Myself & I",G-Eazy x Bebe Rexha,,19,29,11,19,FALSE
319,26/01/2016,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,,20,22,9,20,FALSE
320,26/01/2016,On My Mind,Ellie Goulding,,13,15,17,21,FALSE
321,26/01/2016,Cake By The Ocean,DNCE,,22,26,13,22,FALSE
322,26/01/2016,My House,Flo Rida,,23,32,10,23,FALSE
323,26/01/2016,Die A Happy Man,Thomas Rhett,,21,23,17,24,FALSE
324,26/01/2016,Ex's & Oh's,Elle King,,10,20,28,25,FALSE
325,26/01/2016,Say It,Tory Lanez,,26,30,13,26,FALSE
326,26/01/2016,Can't Feel My Face,The Weeknd,,1,24,32,27,FALSE
327,26/01/2016,Wildest Dreams,Taylor Swift,,5,21,21,28,FALSE
328,26/01/2016,Watch Me,Silento,,3,27,47,29,FALSE
329,26/01/2016,Confident,Demi Lovato,,21,25,15,30,FALSE
330,26/01/2016,Hide Away,Daya,,31,33,17,31,FALSE
331,26/01/2016,Lean On,Major Lazer & DJ Snake Featuring MO,,4,31,41,32,FALSE
332,26/01/2016,Break Up In A Small Town,Sam Hunt,,29,34,15,33,FALSE
333,26/01/2016,One Call Away,Charlie Puth,,34,37,7,34,FALSE
334,26/01/2016,Perfect,One Direction,,10,28,13,35,FALSE
335,26/01/2016,Down In The DM,Yo Gotti Featuring Nicki Minaj,,36,39,7,36,FALSE
336,26/01/2016,Hands To Myself,Selena Gomez,,37,42,6,37,FALSE
337,26/01/2016,See You Again,Wiz Khalifa Featuring Charlie Puth,,1,36,45,38,FALSE
338,26/01/2016,Trap Queen,Fetty Wap,,2,35,52,39,FALSE
339,26/01/2016,Lazarus,David Bowie,,40,0,1,40,TRUE
340,26/01/2016,When We Were Young,Adele,,22,41,8,41,FALSE
341,26/01/2016,Space Oddity,David Bowie,,15,0,15,42,FALSE
342,26/01/2016,No Role Modelz,J. Cole,,36,40,22,43,FALSE
343,26/01/2016,Exchange,Bryson Tiller,,44,44,12,44,FALSE
344,26/01/2016,Under Pressure,Queen & David Bowie,,29,0,16,45,FALSE
345,26/01/2016,Stand By You,Rachel Platten,,38,38,9,46,FALSE
346,26/01/2016,Again,Fetty Wap,,33,43,23,47,FALSE
347,26/01/2016,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,,48,51,8,48,FALSE
348,26/01/2016,Locked Away,R. City Featuring Adam Levine,,6,45,26,49,FALSE
349,26/01/2016,Adventure Of A Lifetime,Coldplay,,39,52,10,50,FALSE
